ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	deployed_renderer_family_claim	deployed_family_provenance	retrieved_at	http_status	curl_exit	final_url	content_type	citation_authority_class	data_only_citation	formula_exact_observed	formula_terms_observed	formula_terms_missing	formula_support	family_support	dataset_support	semantic_support_verdict	semantic_support_reason	correction_with_evidence	evidence_anchor	body_sha256
165	mcelreath/kline_power	mcelreath	kline_power	true	Kline Island — Scientific Power-Law Model	kline	kline	bf(total_tools ~ exp(a) * population^b / g, a + b ~ 0 + cid, g ~ 1, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.805646+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	total_tools,population	cid	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=kline; context_sha256=ed2e1b6cd73a873a	4181ae11a26a394e5090460fdf5b3bd4f0e867b2f442d3252d15baef52e253dc
166	mcelreath/kline2	mcelreath	kline2	true	Kline Island — Gaussian Process over Geography	kline2	kline2	bf(total_tools ~ exp(a) * population^b / g, a ~ 1 + gp(lat_adj, lon2_adj, scale=FALSE), b + g ~ 1, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/Kline2.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Kline2.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.823422+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Kline2.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	total_tools,population	lat_adj,lon2_adj,scale	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=kline,kline2; context_sha256=d037f95f3aa9501f	6c4f69e1bacd4afd55210150548230c35066a87ceb7ab91d5630c371b8d91b01
167	mcelreath/trolley_intercept	mcelreath	trolley_intercept	true	Trolley — Intercept Only (6 Thresholds)	trolley	trolley	response ~ 1			https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.060798+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false		response	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=trolley; context_sha256=76f44321385d2a02	bbe2404bf859581e30ec96173a876dc58b0945753404effd3fbb4b3a15ea8e7b
168	mcelreath/trolley_effects	mcelreath	trolley_effects	true	Trolley — Action, Contact, and Intention Effects	trolley	trolley	response ~ 1 + action + contact + intention + intention:action + intention:contact			https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.060798+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	action,contact	response,intention	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=action,and,trolley; context_sha256=76f44321385d2a02	bbe2404bf859581e30ec96173a876dc58b0945753404effd3fbb4b3a15ea8e7b
169	mcelreath/trolley_edu	mcelreath	trolley_edu	true	Trolley — Monotonic Education Effect	trolley	trolley	response ~ 1 + action + contact + intention + mo(edu_new)			https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.060798+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	action,contact	response,intention,edu_new	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=trolley; context_sha256=76f44321385d2a02	bbe2404bf859581e30ec96173a876dc58b0945753404effd3fbb4b3a15ea8e7b
170	mcelreath/reedfrogs_nopooling	mcelreath	reedfrogs_nopooling	true	Reed Frogs — No-Pooling Model	reedfrogs	reedfrogs	surv | trials(density) ~ 0 + factor(tank)			https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.323884+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	surv,density	trials,factor,tank	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=frogs,reed,reedfrogs; context_sha256=ac29c29e7390b0ee	626ee205610b0b1cab7d9cd59b5732e21ee5e623a2f9747847d7dc1f7ef7f6a4
171	mcelreath/reedfrogs_partial	mcelreath	reedfrogs_partial	true	Reed Frogs — Partial Pooling via Multilevel Model	reedfrogs	reedfrogs	surv | trials(density) ~ 1 + (1 | tank)			https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.323884+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	surv,density	trials,tank	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=frogs,reed,reedfrogs; context_sha256=ac29c29e7390b0ee	626ee205610b0b1cab7d9cd59b5732e21ee5e623a2f9747847d7dc1f7ef7f6a4
172	mcelreath/cafe	mcelreath	cafe	true	Café Visit Times — Varying Slopes	cafe	cafe	wait ~ 1 + afternoon + (1 + afternoon | cafe)			synthetic	synthetic	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated						no_external_authority	false	false		wait,afternoon,cafe	not_evaluable	not_evaluable	synthetic_claim_only	unverifiable	No external model citation: catalog claim is synthetic/uncited.			
173	mcelreath/primates301_ols	mcelreath	primates301_ols	true	Primates — OLS Without Phylogeny	primates301	primates301	b ~ 1 + m + g			https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.045987+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false			not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=ols,primates,primates301; context_sha256=bc0314b59a95d091	d3835fd6679855ad4dc4ad2ff987d78bef8cdf5c081814eec4ac93fb2d93e9c7
174	mcelreath/primates301_phylo	mcelreath	primates301_phylo	true	Primates — Phylogenetic Regression	primates301	primates301	b ~ 1 + m + g + fcor(R)			https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.045987+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false		fcor	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=primates,primates301; context_sha256=bc0314b59a95d091	d3835fd6679855ad4dc4ad2ff987d78bef8cdf5c081814eec4ac93fb2d93e9c7
175	mcelreath/moralizing_gods	mcelreath	moralizing_gods	true	Moralizing Gods — Missing-Data Handling	moralizing_gods	moralizing_gods	moralizing_gods | trials(1) ~ 1 + writing			https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.871433+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	moralizing_gods,writing	trials	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=data,gods,moralizing,moralizing_gods; context_sha256=c5111e593a929a96	5cc3c887852cb6c79bfe209f8ae33fe6d63db37407ce374991a619649efdf9bb
176	mcelreath/panda_nuts	mcelreath	panda_nuts	true	Panda Nuts — Nonlinear Learning-Curve Model	panda_nuts	panda_nuts	bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.037331+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	seconds	n_panda,phi,age_s,theta	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=nuts,panda,panda_nuts; context_sha256=e2f5f554829f1915	40bf314403b9542c47f100ec80acf0cba2a243b0c47e68ab609cc274ee033042
177	mcelreath/lynx_hare_ar	mcelreath	lynx_hare_ar	true	Lynx and Hare — AR(1) Autoregressive Model	lynx_hare	lynx_hare	Hare ~ 1 + ar(time = Year, p = 1)			https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.858582+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	hare,time,year		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=and,hare,lynx,lynx_hare; context_sha256=21fb141c4214aff9	6aba449e6ee0db1a9523f83ab67bf6c865ba08a5e4e31c40ab834a2e4054c07f
178	mcelreath/lynx_hare_lag	mcelreath	lynx_hare_lag	true	Lynx and Hare — Lag-1 Regression	lynx_hare	lynx_hare	Hare ~ 1 + Hare_1			https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.858582+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	hare	hare_1	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=and,hare,lynx,lynx_hare; context_sha256=21fb141c4214aff9	6aba449e6ee0db1a9523f83ab67bf6c865ba08a5e4e31c40ab834a2e4054c07f
179	mcelreath/lynx_hare_mi	mcelreath	lynx_hare_mi	true	Lynx and Hare — Missing-Data Model for Lagged Hare	lynx_hare	lynx_hare	bf(Hare ~ 1 + mi(Hare_1)) + bf(Hare_1 | mi() ~ 1) + set_rescor(FALSE)			https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.858582+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	hare	hare_1,set_rescor	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=and,data,for,hare,lynx,lynx_hare; context_sha256=21fb141c4214aff9	6aba449e6ee0db1a9523f83ab67bf6c865ba08a5e4e31c40ab834a2e4054c07f
180	mcelreath/lynx_hare_var	mcelreath	lynx_hare_var	true	Lynx and Hare — Bivariate VAR(1)	lynx_hare	lynx_hare	bf(Hare ~ 0 + Intercept + Hare_1 + Lynx_1) + bf(Lynx ~ 0 + Intercept + Lynx_1 + Hare_1) + set_rescor(FALSE)			https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:08.858582+00:00	200	0	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false	hare,lynx	intercept,hare_1,lynx_1,set_rescor	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=16; matched_terms=and,hare,lynx,lynx_hare; context_sha256=21fb141c4214aff9	6aba449e6ee0db1a9523f83ab67bf6c865ba08a5e4e31c40ab834a2e4054c07f
181	mcelreath/mcelreath_btdata_intercept	mcelreath	mcelreath_btdata_intercept	true	Blue Tit Morphology — Intercept Only	btdata	btdata	mvbind(tarsus, back) ~ 1			https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.636004+00:00	404	0	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false		mvbind,tarsus,back	not_evaluable	not_evaluable	not_evaluable	dead-source	Citation retrieval failed (HTTP 404, curl 0).	Dead data mirror path; the current official MCMCglmm manual documents BTdata at https://stat.ethz.ch/CRAN/web/packages/MCMCglmm/MCMCglmm.pdf, but that still cannot validate these model formulas.		c8d3f50462ddb77ac44b5e6146cf67ba38a960a3aeec506f3abdca98716fa854
182	mcelreath/mcelreath_btdata_full	mcelreath	mcelreath_btdata_full	true	Blue Tit Morphology — Full Model	btdata	btdata	mvbind(tarsus, back) ~ sex + hatchdate + (1 | p | fosternest) + (1 | q | dam)			https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.636004+00:00	404	0	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false		mvbind,tarsus,back,sex,hatchdate,fosternest,dam	not_evaluable	not_evaluable	not_evaluable	dead-source	Citation retrieval failed (HTTP 404, curl 0).	Dead data mirror path; the current official MCMCglmm manual documents BTdata at https://stat.ethz.ch/CRAN/web/packages/MCMCglmm/MCMCglmm.pdf, but that still cannot validate these model formulas.		c8d3f50462ddb77ac44b5e6146cf67ba38a960a3aeec506f3abdca98716fa854
183	mcelreath/mcelreath_btdata_interaction	mcelreath	mcelreath_btdata_interaction	true	Blue Tit Morphology — Sex × Hatchdate Interaction	btdata	btdata	mvbind(tarsus, back) ~ sex * hatchdate + (1 | p | fosternest) + (1 | q | dam)			https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mcelreath.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.636004+00:00	404	0	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	text/html; charset=utf-8	dataset_repository_or_file_only	true	false		mvbind,tarsus,back,sex,hatchdate,fosternest,dam	not_evaluable	not_evaluable	not_evaluable	dead-source	Citation retrieval failed (HTTP 404, curl 0).	Dead data mirror path; the current official MCMCglmm manual documents BTdata at https://stat.ethz.ch/CRAN/web/packages/MCMCglmm/MCMCglmm.pdf, but that still cannot validate these model formulas.		c8d3f50462ddb77ac44b5e6146cf67ba38a960a3aeec506f3abdca98716fa854
184	kruschke/z15n50	kruschke	z15n50	true	Coin-Flip — Bernoulli Intercept	z15n50	z15n50	y ~ 1			synthetic	synthetic	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated						no_external_authority	false	false			not_evaluable	not_evaluable	synthetic_claim_only	unverifiable	No external model citation: catalog claim is synthetic/uncited.			
185	kruschke/z6n8z2n7	kruschke	z6n8z2n7	true	Coin-Flip — Two-Mint Separate Intercepts	z6n8z2n7	z6n8z2n7	y ~ 0 + s			synthetic	synthetic	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated						no_external_authority	false	false			not_evaluable	not_evaluable	synthetic_claim_only	unverifiable	No external model citation: catalog claim is synthetic/uncited.			
186	kruschke/therapeutic_touch	kruschke	therapeutic_touch	true	Hierarchical Bernoulli — Therapeutic Touch	therapeutic_touch	therapeutic_touch	y ~ 1 + (1 | s)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TherapeuticTouchData.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TherapeuticTouchData.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.332865+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TherapeuticTouchData.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false			not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			8c196a3e124a649fe2df5e5446db1331b5af0c6041dfed4db8557c1f2267c64a
187	kruschke/batting_average	kruschke	batting_average	true	Hierarchical Binomial — MLB Batting Average	batting_average	batting_average	Hits | trials(AtBats) ~ 1 + (1 | PriPos) + (1 | PriPos:Player)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/BattingAverage.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/BattingAverage.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.965699+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/BattingAverage.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	hits,atbats,pripos,player	trials	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			7ead4594f4ec61e672966bfd5399a8435fc88fd1a0bb329a29d23e5daf6c8c71
188	kruschke/recall_conditions	kruschke	recall_conditions	true	Binomial Recall — Separate Probability per Condition	recall	recall	n_recalled | trials(20) ~ 0 + condition			synthetic	synthetic	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated						no_external_authority	false	false		n_recalled,trials,condition	not_evaluable	not_evaluable	synthetic_claim_only	unverifiable	No external model citation: catalog claim is synthetic/uncited.			
189	kruschke/recall_pooled	kruschke	recall_pooled	true	Binomial Recall — Pooled Single Intercept	recall	recall	n_recalled | trials(20) ~ 1			synthetic	synthetic	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated						no_external_authority	false	false		n_recalled,trials	not_evaluable	not_evaluable	synthetic_claim_only	unverifiable	No external model citation: catalog claim is synthetic/uncited.			
190	kruschke/two_group_iq_baseline	kruschke	two_group_iq_baseline	true	Two-Group IQ — Single-Group Baseline	two_group_iq	two_group_iq	Score ~ 1			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.339080+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	score		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=9; matched_terms=group; context_sha256=adb0d0c353d7f84f	70f71d94b7a074a644e7e35edb9d4c0afc472d98e91aace317282ca9122d3ace
191	kruschke/two_group_iq_hetero	kruschke	two_group_iq_hetero	true	Two-Group IQ — Heteroscedastic Groups	two_group_iq	two_group_iq	bf(Score ~ 0 + Group, sigma ~ 0 + Group)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.339080+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	score,group		not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=9; matched_terms=group; context_sha256=adb0d0c353d7f84f	70f71d94b7a074a644e7e35edb9d4c0afc472d98e91aace317282ca9122d3ace
192	kruschke/calcium	kruschke	calcium	true	Calcium RCT — Separate Group Means	calcium	calcium	decrease ~ 0 + treatment			https://jse.amstat.org/datasets/calcium.dat.txt	https://jse.amstat.org/datasets/calcium.dat.txt	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:09.408742+00:00	200	0	https://jse.amstat.org/datasets/calcium.dat.txt	text/plain	dataset_repository_or_file_only	true	false		decrease,treatment	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			e14c797dd5bd58155e8c73c1cf593d839ef24eef9582a9b2b434349a7c4d69f0
193	kruschke/htwt	kruschke	htwt	true	Simple Linear Regression — Height Predicts Weight	htwt	htwt	weight_z ~ 1 + height_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData300.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData300.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.160342+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData300.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false		weight_z,height_z	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=8; matched_terms=height,weight; context_sha256=845a7b139d2f0091	318d00661b7cadb3154f0cbbb9b8fc88db5d86107d22fcb5e72e221246e6767a
194	kruschke/hier_linreg	kruschke	hier_linreg	true	Hierarchical Linear Regression — Varying Intercepts and Slopes	hier_linreg	hier_linreg	y_z ~ 1 + x_z + (1 + x_z || Subj)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HierLinRegressData.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HierLinRegressData.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.109685+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HierLinRegressData.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	subj	y_z,x_z	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.			f4a51d469ebb1d67aef279d9165253eda9b41214045f5ceb141255472525b30f
195	kruschke/income_famsize	kruschke	income_famsize	true	Income by Family Size — Measurement-Error Model	income_famsize	income_famsize	median_income_z | se(se_z, sigma = TRUE) ~ 1 + family_size_z + I(family_size_z^2) + (1 + family_size_z + I(family_size_z^2) || State)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/IncomeFamszState3yr.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/IncomeFamszState3yr.csv	kruschke.jl			gaussian	CatalogServer_default_unsubstantiated	2026-07-28T21:07:10.162378+00:00	200	0	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/IncomeFamszState3yr.csv	text/plain; charset=utf-8	dataset_repository_or_file_only	true	false	state	median_income_z,se_z,family_size_z	not_supported_by_data_file	not_supported_by_data_file	reachable_data_file	unverifiable	The cited resource is a data file; it can support dataset provenance but not the claimed model formula or family.		text_offset=33; matched_terms=income,size; context_sha256=1705863e0e3622cd	88f508e44c65442cebc8b07cf24d9708968a29880c789abbdae66931b2705c83
