ordinal	row_key	catalog_source	catalog_key	deployed	name	example	dataset	formula	family_explicit	family_description_claim	claimed_source_url	dataset_source_urls	source_file	hidden_claim	verified_claim	description
147	mcelreath/plant_growth_causal	mcelreath	plant_growth_causal	true	Plant Growth — Causal Model (Excluding Mediator)	plant_growth	plant_growth	bf(h1 ~ h0 * (a + t * treatment), a + t ~ 1, nl = TRUE)			synthetic	synthetic	mcelreath.jl			Causal model: treatment effect recovered by excluding fungus (the mediator). This gives an unbiased estimate of the total effect of treatment on growth.
148	mcelreath/happiness_collider	mcelreath	happiness_collider	true	Happiness — Collider Bias (Spurious Age Effect)	happiness	happiness	happiness ~ 0 + mid + a			synthetic	synthetic	mcelreath.jl			`mid` = marriage as index; conditioning on marriage (a collider) induces a spurious negative association between age and happiness.
149	mcelreath/happiness_causal	mcelreath	happiness_causal	true	Happiness — Causal Model (No Age Effect)	happiness	happiness	happiness ~ 0 + Intercept + a			synthetic	synthetic	mcelreath.jl			No conditioning on marriage; age has no direct effect on happiness in this causal model.
150	mcelreath/rugged_pooled	mcelreath	rugged_pooled	true	Terrain Ruggedness — Pooled Model	rugged	rugged	log_gdp_std ~ 1 + rugged_std_c			https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	mcelreath.jl			Pooled model ignoring continent. `log_gdp_std` = log GDP standardized to mean, `rugged_std_c` = ruggedness standardized and centered.
151	mcelreath/rugged_continent	mcelreath	rugged_continent	true	Terrain Ruggedness — Continent Intercepts	rugged	rugged	log_gdp_std ~ 0 + cid + rugged_std_c			https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	mcelreath.jl			"Continent intercepts via index `cid`; same ruggedness slope for Africa and Other. `cid` = ""Africa"" or ""Other""."
152	mcelreath/rugged_nl	mcelreath	rugged_nl	true	Terrain Ruggedness — Nonlinear Continent Slopes	rugged	rugged	bf(log_gdp_std ~ 0 + a + b * rugged_std_c, a ~ 0 + cid, b ~ 0 + cid, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	mcelreath.jl			Continent-specific intercepts AND slopes; ruggedness hurts GDP outside Africa but helps within Africa.
153	mcelreath/tulips_additive	mcelreath	tulips_additive	true	Tulips — Additive Water and Shade Effects	tulips	tulips	blooms_std ~ 1 + water_cent + shade_cent			https://github.com/rmcelreath/rethinking/blob/master/data/tulips.csv	https://github.com/rmcelreath/rethinking/blob/master/data/tulips.csv	mcelreath.jl			Additive model; `water_cent` and `shade_cent` are mean-centered. No interaction term.
154	mcelreath/tulips_interaction	mcelreath	tulips_interaction	true	Tulips — Water × Shade Interaction	tulips	tulips	blooms_std ~ 1 + water_cent + shade_cent + water_cent:shade_cent			https://github.com/rmcelreath/rethinking/blob/master/data/tulips.csv	https://github.com/rmcelreath/rethinking/blob/master/data/tulips.csv	mcelreath.jl			Interaction model: the effect of water on blooms depends on shade level.
155	mcelreath/hetero	mcelreath	hetero	true	Distributional Model — Heteroscedastic Gaussian	hetero	hetero	bf(y ~ 1, sigma ~ 1 + x)			synthetic	synthetic	mcelreath.jl			Distributional model: both mean and log(`sigma`) have their own sub-models. `sigma` grows with `x`, producing heteroscedastic residuals.
156	mcelreath/chimpanzees_intercept	mcelreath	chimpanzees_intercept	true	Chimpanzees — Intercept Only	chimpanzees	chimpanzees	pulled_left | trials(1) ~ 1			https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	mcelreath.jl			Intercept-only binomial; baseline probability of pulling left across all actors and treatments.
157	mcelreath/chimpanzees_actors	mcelreath	chimpanzees_actors	true	Chimpanzees — Actor-Indexed Intercepts and Treatment Effects	chimpanzees	chimpanzees	bf(pulled_left | trials(1) ~ a + b, a ~ 0 + actor, b ~ 0 + treatment, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	mcelreath.jl			Actor-indexed intercepts plus treatment effects; no pooling across actors.
158	mcelreath/chimpanzees_multilevel	mcelreath	chimpanzees_multilevel	true	Chimpanzees — Multilevel Partial Pooling	chimpanzees	chimpanzees	bf(pulled_left | trials(1) ~ a + b, a ~ 1 + (1 | actor) + (1 | block), b ~ 0 + treatment, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	mcelreath.jl			Multilevel model with partial pooling across actors and blocks. Adaptive regularization via hierarchical priors on actor and block intercepts.
159	mcelreath/chimpanzees_slopes	mcelreath	chimpanzees_slopes	true	Chimpanzees — Varying Slopes by Treatment	chimpanzees	chimpanzees	pulled_left | trials(1) ~ 0 + treatment + (0 + treatment | actor) + (0 + treatment | block)			https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	mcelreath.jl			Varying slopes; each actor and block has its own treatment-effect vector.
160	mcelreath/ucbadmit_gender	mcelreath	ucbadmit_gender	true	UC Berkeley Admissions — Gender Gap	ucbadmit	ucbadmit	admit | trials(applications) ~ 0 + gid			https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	mcelreath.jl			`gid` = gender index; apparent gender gap in admission rates before conditioning on department.
161	mcelreath/ucbadmit_dept	mcelreath	ucbadmit_dept	true	UC Berkeley Admissions — Gender + Department	ucbadmit	ucbadmit	bf(admit | trials(applications) ~ a + d, a ~ 0 + gid, d ~ 0 + dept, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	mcelreath.jl			Gender and department effects; gender gap disappears after conditioning on department (Simpson's paradox).
162	mcelreath/ucbadmit_beta_binomial	mcelreath	ucbadmit_beta_binomial	true	UC Berkeley Admissions — Beta-Binomial	ucbadmit	ucbadmit	admit | vint(applications) ~ 0 + gid			https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	mcelreath.jl			Custom beta-binomial family from Ch 12; `vint` passes integer auxiliary data (applications count).
163	mcelreath/kline_intercept	mcelreath	kline_intercept	true	Kline Island — Intercept-Only Poisson	kline	kline	total_tools ~ 1			https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	mcelreath.jl			Intercept-only Poisson (log link); baseline tool count model.
164	mcelreath/kline_contact	mcelreath	kline_contact	true	Kline Island — Contact-Indexed Intercepts and Log-Population Slopes	kline	kline	bf(total_tools ~ a + b * log_pop_std, a + b ~ 0 + cid, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	mcelreath.jl			Contact-index intercepts and slopes on log-population. `cid` = contact level (high/low).
165	mcelreath/kline_power	mcelreath	kline_power	true	Kline Island — Scientific Power-Law Model	kline	kline	bf(total_tools ~ exp(a) * population^b / g, a + b ~ 0 + cid, g ~ 1, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	mcelreath.jl			Scientific power-law model with identity link; `a`, `b` vary by contact level `cid`.
166	mcelreath/kline2	mcelreath	kline2	true	Kline Island — Gaussian Process over Geography	kline2	kline2	bf(total_tools ~ exp(a) * population^b / g, a ~ 1 + gp(lat_adj, lon2_adj, scale=FALSE), b + g ~ 1, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/Kline2.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Kline2.csv	mcelreath.jl			Power-law model where `a` has a Gaussian process prior over geographic coordinates (latitude and longitude). Requires Kline2 dataset.
167	mcelreath/trolley_intercept	mcelreath	trolley_intercept	true	Trolley — Intercept Only (6 Thresholds)	trolley	trolley	response ~ 1			https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	mcelreath.jl			Intercept-only cumulative ordinal model; 6 thresholds estimated for the 7-point response scale.
168	mcelreath/trolley_effects	mcelreath	trolley_effects	true	Trolley — Action, Contact, and Intention Effects	trolley	trolley	response ~ 1 + action + contact + intention + intention:action + intention:contact			https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	mcelreath.jl			Action, contact, and intention effects (with interactions) on moral acceptability ratings.
169	mcelreath/trolley_edu	mcelreath	trolley_edu	true	Trolley — Monotonic Education Effect	trolley	trolley	response ~ 1 + action + contact + intention + mo(edu_new)			https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	mcelreath.jl			Monotonic effect of ordered education; `edu_new` = integer-coded `edu` (1–8). `mo()` constrains the effect to be monotonically increasing.
170	mcelreath/reedfrogs_nopooling	mcelreath	reedfrogs_nopooling	true	Reed Frogs — No-Pooling Model	reedfrogs	reedfrogs	surv | trials(density) ~ 0 + factor(tank)			https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	mcelreath.jl			No-pooling model; one parameter per tank. Each tank gets its own intercept with no sharing of information.
171	mcelreath/reedfrogs_partial	mcelreath	reedfrogs_partial	true	Reed Frogs — Partial Pooling via Multilevel Model	reedfrogs	reedfrogs	surv | trials(density) ~ 1 + (1 | tank)			https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	mcelreath.jl			Partial pooling; adaptive regularization via multilevel model. Tank-level intercepts share a common hyperprior.
172	mcelreath/cafe	mcelreath	cafe	true	Café Visit Times — Varying Slopes	cafe	cafe	wait ~ 1 + afternoon + (1 + afternoon | cafe)			synthetic	synthetic	mcelreath.jl			Varying intercepts AND slopes; café-level covariance between them. The afternoon effect on wait time differs across cafés.
173	mcelreath/primates301_ols	mcelreath	primates301_ols	true	Primates — OLS Without Phylogeny	primates301	primates301	b ~ 1 + m + g			https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	mcelreath.jl			Brain size ~ body mass + group size; phylogeny ignored. All variables log-standardized.
174	mcelreath/primates301_phylo	mcelreath	primates301_phylo	true	Primates — Phylogenetic Regression	primates301	primates301	b ~ 1 + m + g + fcor(R)			https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	mcelreath.jl			Same as OLS model plus phylogenetic correlation matrix `R` passed via `data2`. `R` is built from a phylogenetic tree, e.g. via `ape::vcv.phylo()`.
175	mcelreath/moralizing_gods	mcelreath	moralizing_gods	true	Moralizing Gods — Missing-Data Handling	moralizing_gods	moralizing_gods	moralizing_gods | trials(1) ~ 1 + writing			https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	mcelreath.jl			Do moralizing gods predict / follow the emergence of writing? Rows with missing `moralizing_gods` or `writing` are dropped.
176	mcelreath/panda_nuts	mcelreath	panda_nuts	true	Panda Nuts — Nonlinear Learning-Curve Model	panda_nuts	panda_nuts	bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)			https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	mcelreath.jl			`poisson(link = identity)`; `n_panda = success`; `phi` = asymptotic rate, `k` = growth rate, `theta` = shape; `age_s` = standardized age.
177	mcelreath/lynx_hare_ar	mcelreath	lynx_hare_ar	true	Lynx and Hare — AR(1) Autoregressive Model	lynx_hare	lynx_hare	Hare ~ 1 + ar(time = Year, p = 1)			https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	mcelreath.jl			AR(1) autoregressive model for hare population using the full dataset (missings present in lag variables).
178	mcelreath/lynx_hare_lag	mcelreath	lynx_hare_lag	true	Lynx and Hare — Lag-1 Regression	lynx_hare	lynx_hare	Hare ~ 1 + Hare_1			https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	mcelreath.jl			Equivalent lag-1 regression; `Hare_1` = lag of `Hare`. Uses dropmissing dataset (d2, n=20).
179	mcelreath/lynx_hare_mi	mcelreath	lynx_hare_mi	true	Lynx and Hare — Missing-Data Model for Lagged Hare	lynx_hare	lynx_hare	bf(Hare ~ 1 + mi(Hare_1)) + bf(Hare_1 | mi() ~ 1) + set_rescor(FALSE)			https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	mcelreath.jl			Treating lagged `Hare` as partially observed/missing. Uses the full dataset with first-row `Hare_1` as missing.
180	mcelreath/lynx_hare_var	mcelreath	lynx_hare_var	true	Lynx and Hare — Bivariate VAR(1)	lynx_hare	lynx_hare	bf(Hare ~ 0 + Intercept + Hare_1 + Lynx_1) + bf(Lynx ~ 0 + Intercept + Lynx_1 + Hare_1) + set_rescor(FALSE)			https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	mcelreath.jl			Bivariate VAR(1); lognormal family. `Lynx` feeds back on `Hare`. Uses dropmissing dataset (d2, n=20).
181	mcelreath/mcelreath_btdata_intercept	mcelreath	mcelreath_btdata_intercept	true	Blue Tit Morphology — Intercept Only	btdata	btdata	mvbind(tarsus, back) ~ 1			https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mcelreath.jl			Intercept-only multivariate model; establishes baseline residual correlation between tarsus length and back coloration.
182	mcelreath/mcelreath_btdata_full	mcelreath	mcelreath_btdata_full	true	Blue Tit Morphology — Full Model	btdata	btdata	mvbind(tarsus, back) ~ sex + hatchdate + (1 | p | fosternest) + (1 | q | dam)			https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mcelreath.jl			Full model; `p`/`q` labels allow correlated random effects across responses. Sex and hatch date as fixed effects; foster nest and dam as random effects.
183	mcelreath/mcelreath_btdata_interaction	mcelreath	mcelreath_btdata_interaction	true	Blue Tit Morphology — Sex × Hatchdate Interaction	btdata	btdata	mvbind(tarsus, back) ~ sex * hatchdate + (1 | p | fosternest) + (1 | q | dam)			https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mcelreath.jl			Adds `sex` × `hatchdate` interaction to the full model.
184	kruschke/z15n50	kruschke	z15n50	true	Coin-Flip — Bernoulli Intercept	z15n50	z15n50	y ~ 1			synthetic	synthetic	kruschke.jl			Intercept-only Bernoulli model; identity link estimates `p` directly from 50 trials with 15 successes.
185	kruschke/z6n8z2n7	kruschke	z6n8z2n7	true	Coin-Flip — Two-Mint Separate Intercepts	z6n8z2n7	z6n8z2n7	y ~ 0 + s			synthetic	synthetic	kruschke.jl			Separate Bernoulli intercept per mint; no intercept centering. Mint 1: 6/8 heads, mint 2: 2/7.
186	kruschke/therapeutic_touch	kruschke	therapeutic_touch	true	Hierarchical Bernoulli — Therapeutic Touch	therapeutic_touch	therapeutic_touch	y ~ 1 + (1 | s)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TherapeuticTouchData.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TherapeuticTouchData.csv	kruschke.jl			Hierarchical Bernoulli model with partial pooling across 28 healers; logit link.
187	kruschke/batting_average	kruschke	batting_average	true	Hierarchical Binomial — MLB Batting Average	batting_average	batting_average	Hits | trials(AtBats) ~ 1 + (1 | PriPos) + (1 | PriPos:Player)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/BattingAverage.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/BattingAverage.csv	kruschke.jl			Hierarchical binomial model; players nested within positions; estimates batting average with partial pooling.
188	kruschke/recall_conditions	kruschke	recall_conditions	true	Binomial Recall — Separate Probability per Condition	recall	recall	n_recalled | trials(20) ~ 0 + condition			synthetic	synthetic	kruschke.jl			Separate binomial recall probability per condition; no intercept centering. Six conditions with distinct true probabilities.
189	kruschke/recall_pooled	kruschke	recall_pooled	true	Binomial Recall — Pooled Single Intercept	recall	recall	n_recalled | trials(20) ~ 1			synthetic	synthetic	kruschke.jl			Pooled single intercept model for memory recall; baseline / comparison model ignoring condition differences.
190	kruschke/two_group_iq_baseline	kruschke	two_group_iq_baseline	true	Two-Group IQ — Single-Group Baseline	two_group_iq	two_group_iq	Score ~ 1			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	kruschke.jl			Single-group Gaussian model on IQ scores; prior-predictive / baseline before conditioning on group.
191	kruschke/two_group_iq_hetero	kruschke	two_group_iq_hetero	true	Two-Group IQ — Heteroscedastic Groups	two_group_iq	two_group_iq	bf(Score ~ 0 + Group, sigma ~ 0 + Group)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	kruschke.jl			Two groups with group-specific mean AND sigma; student-t family for robustness against outliers.
192	kruschke/calcium	kruschke	calcium	true	Calcium RCT — Separate Group Means	calcium	calcium	decrease ~ 0 + treatment			https://jse.amstat.org/datasets/calcium.dat.txt	https://jse.amstat.org/datasets/calcium.dat.txt	kruschke.jl			Separate group means for calcium vs. placebo; Gaussian (or student-t for robustness). Outcome is blood-pressure decrease in mm Hg.
193	kruschke/htwt	kruschke	htwt	true	Simple Linear Regression — Height Predicts Weight	htwt	htwt	weight_z ~ 1 + height_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData300.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HtWtData300.csv	kruschke.jl			Simple linear regression with z-standardized predictors; student-t family for robustness. Uses n=300 adults.
194	kruschke/hier_linreg	kruschke	hier_linreg	true	Hierarchical Linear Regression — Varying Intercepts and Slopes	hier_linreg	hier_linreg	y_z ~ 1 + x_z + (1 + x_z || Subj)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HierLinRegressData.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/HierLinRegressData.csv	kruschke.jl			Hierarchical model with varying intercepts and slopes per subject; `||` = uncorrelated random effects; z-standardized predictors.
195	kruschke/income_famsize	kruschke	income_famsize	true	Income by Family Size — Measurement-Error Model	income_famsize	income_famsize	median_income_z | se(se_z, sigma = TRUE) ~ 1 + family_size_z + I(family_size_z^2) + (1 + family_size_z + I(family_size_z^2) || State)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/IncomeFamszState3yr.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/IncomeFamszState3yr.csv	kruschke.jl			Measurement-error model via `| se()`; quadratic trend in family size; state-level random slopes. Accounts for known standard error in the outcome.
196	kruschke/guber1999_base	kruschke	guber1999_base	true	Guber 1999 — Base Multiple Regression	guber1999	guber1999	satt_z ~ 1 + spend_z + prcnt_take_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	kruschke.jl			Multiple regression of SAT score on spending and percent taking SAT; percent taking is a suppressor variable.
197	kruschke/guber1999_complement	kruschke	guber1999_complement	true	Guber 1999 — Complement Proportion Predictor	guber1999	guber1999	satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	kruschke.jl			Adds complementary proportion (prop_not_take_z = 1 - prcnt_take); explicit centering via `0 + Intercept`.
198	kruschke/guber1999_interaction	kruschke	guber1999_interaction	true	Guber 1999 — Interaction Term	guber1999	guber1999	satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	kruschke.jl			Adds interaction_z = spend_z * prcnt_take_z (standardized product); student-t for robustness.
199	kruschke/fruitfly_hierarchical	kruschke	fruitfly_hierarchical	true	Fruitfly — Hierarchical One-Way ANOVA	fruitfly	fruitfly	Longevity ~ 1 + (1 | CompanionNumber)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			ANOVA as hierarchical model; partial pooling across companion types for longevity.
200	kruschke/fruitfly_pooled	kruschke	fruitfly_pooled	true	Fruitfly — Pooled Baseline	fruitfly	fruitfly	Longevity ~ 1			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			Pooled / no-group baseline model for longevity; comparison model with no companion-type structure.
201	kruschke/fruitfly_robust	kruschke	fruitfly_robust	true	Fruitfly — Robust ANOVA with Heterogeneous Sigma	fruitfly	fruitfly	bf(Longevity ~ 0 + CompanionNumber, sigma ~ 0 + CompanionNumber)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			Robust ANOVA with group-specific means AND sigmas; student-t family for outlier robustness.
202	kruschke/fruitfly_ancova	kruschke	fruitfly_ancova	true	Fruitfly — ANCOVA with Thorax Covariate	fruitfly	fruitfly	Longevity ~ 1 + thorax_c + (1 | CompanionNumber)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			ANCOVA controlling for thorax length; `thorax_c` = centered Thorax; common slope across companion groups.
203	kruschke/fruitfly_anhecova	kruschke	fruitfly_anhecova	true	Fruitfly — ANHECOVA with Random Thorax Slope	fruitfly	fruitfly	Longevity ~ 1 + thorax_c + (1 + thorax_c | CompanionNumber)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	kruschke.jl			ANHECOVA with random slope for thorax length per companion group; allows group-specific relationship between body size and longevity.
204	kruschke/salary_anova	kruschke	salary_anova	true	Salary — Two-Way Random Effects ANOVA	salary	salary	Salary ~ 1 + (1 | Pos) + (1 | Org) + (1 | Pos:Org)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	kruschke.jl			Two-way random effects ANOVA with interaction; Gaussian family; partial pooling across positions and organizations.
205	kruschke/salary_robust	kruschke	salary_robust	true	Salary — Robust ANOVA with Heterogeneous Residual Variance	salary	salary	bf(Salary ~ 1 + (1 | Pos) + (1 | Org) + (1 | Pos:Org), sigma ~ 1 + (1 | Pos:Org))			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Salary.csv	kruschke.jl			Robust variant of salary ANOVA with heterogeneous residual variance per cell (Pos:Org); student-t family.
206	kruschke/splitplot_field	kruschke	splitplot_field	true	Split-Plot ANOVA — With Field Blocking	splitplot	splitplot	Yield ~ 1 + (1 | Till) + (1 | Fert) + (1 | Field) + (1 | Till:Fert)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	kruschke.jl			Split-plot ANOVA with tillage × fertilizer interaction plus blocking on `Field`.
207	kruschke/splitplot_nofield	kruschke	splitplot_nofield	true	Split-Plot ANOVA — Without Field Blocking	splitplot	splitplot	Yield ~ 1 + (1 | Till) + (1 | Fert) + (1 | Till:Fert)			https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/SplitPlotAgriData.csv	kruschke.jl			Split-plot ANOVA without explicit field blocking; comparison model to assess the contribution of the field random effect.
