row_key	recovered_family	evidence_class	evidence_strength	authoritative_surface	authoritative_revision	authoritative_path_anchor	retrieved_at_utc	http_status	explicit_evidence	semantic_evidence	dataset_evidence	negative_evidence	decision_rationale
mcelreath:primates301_phylo	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	14.qmd#L2101-L2109;14.qmd#L2218-L2233	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1251 returns 'b ~ 1 + m + g + fcor(R)' with no family. The phylogenetic fcor(R) model explicitly sets family = gaussian.	Historical BRM formula is 'b ~ 1 + m + g + fcor(R)'. Authoritative formula/likelihood at 14.qmd#L2101-L2109;14.qmd#L2218-L2233 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader downloads Primates301.csv and standardizes log brain/body/group_size. Upstream schema begins name,genus,species,...,brain,body,group_size; Allenopithecus_nigroviridis has brain=58.02, body=4655, group_size=40.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1251, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	Recover the Gaussian observation likelihood while retaining fcor(R) as a known phylogenetic covariance term; it is not a different response family.
mcelreath:panda_nuts	poisson	explicit-family-recovery	high	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	16.qmd#L667-L680;16.qmd#L751-L765	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1314 returns 'bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)' with no family. The book states n_i ~ Poisson(lambda_i) and fits the exact nonlinear rate with family = poisson(link = identity).	Historical BRM formula is 'bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)'. Authoritative formula/likelihood at 16.qmd#L667-L680;16.qmd#L751-L765 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader downloads Panda_nuts.csv, but its code assigns n_panda=d.success. The actual upstream schema is chimpanzee,age,sex,hammer,nuts_opened,seconds,help (first row chimpanzee 11, age 3, nuts_opened 0, seconds 61), so success does not exist. Authoritative book uses n from nuts_opened.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1314, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	The authoritative book/repository explicitly declares poisson; dataset evidence only confirms the example identity and was not used as sole family evidence.
mcelreath:lynx_hare_ar	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	16.qmd#L1452-L1471	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1345 returns 'Hare ~ 1 + ar(time = Year, p = 1)' with no family. The book states Hare_t ~ Normal(mu_t,sigma) and fits Hare ~ 1 + ar(time=Year,p=1) with family = gaussian.	Historical BRM formula is 'Hare ~ 1 + ar(time = Year, p = 1)'. Authoritative formula/likelihood at 16.qmd#L1452-L1471 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader is Lynx_Hare.csv and constructs Hare_1/Lynx_1 by one-row lag. Upstream schema is Year,Lynx,Hare; first rows are 1900,4,30 and 1901,6.1,47.2.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1345, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	Recover Gaussian likelihood plus explicit AR(1) time dependence; the ar() term is correlation structure, not a distinct family.
mcelreath:lynx_hare_lag	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	16.qmd#L1497-L1506	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1364 returns 'Hare ~ 1 + Hare_1' with no family. The exact lag-1 regression explicitly sets family = gaussian.	Historical BRM formula is 'Hare ~ 1 + Hare_1'. Authoritative formula/likelihood at 16.qmd#L1497-L1506 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader is Lynx_Hare.csv and constructs Hare_1/Lynx_1 by one-row lag. Upstream schema is Year,Lynx,Hare; first rows are 1900,4,30 and 1901,6.1,47.2.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1364, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
mcelreath:lynx_hare_mi	multivariate_gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	16.qmd#L1514-L1526	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1384 returns 'bf(Hare ~ 1 + mi(Hare_1)) + bf(Hare_1 | mi() ~ 1) + set_rescor(FALSE)' with no family. The exact two-formula missing-lag model explicitly sets family = gaussian and set_rescor(FALSE).	Historical BRM formula is 'bf(Hare ~ 1 + mi(Hare_1)) + bf(Hare_1 | mi() ~ 1) + set_rescor(FALSE)'. Authoritative formula/likelihood at 16.qmd#L1514-L1526 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader is Lynx_Hare.csv and constructs Hare_1/Lynx_1 by one-row lag. Upstream schema is Year,Lynx,Hare; first rows are 1900,4,30 and 1901,6.1,47.2.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1384, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	Recover Gaussian for Hare and the modeled Hare_1 marginal while preserving latent missing-lag and fixed-zero residual-correlation structure.
mcelreath:lynx_hare_var	multivariate_lognormal	explicit-family-recovery	high	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	16.qmd#L1582-L1609	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1403 returns 'bf(Hare ~ 0 + Intercept + Hare_1 + Lynx_1) + bf(Lynx ~ 0 + Intercept + Lynx_1 + Hare_1) + set_rescor(FALSE)' with no family. The exact bivariate Hare/Lynx lag model explicitly sets family = lognormal and set_rescor(FALSE).	Historical BRM formula is 'bf(Hare ~ 0 + Intercept + Hare_1 + Lynx_1) + bf(Lynx ~ 0 + Intercept + Lynx_1 + Hare_1) + set_rescor(FALSE)'. Authoritative formula/likelihood at 16.qmd#L1582-L1609 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader is Lynx_Hare.csv and constructs Hare_1/Lynx_1 by one-row lag. Upstream schema is Year,Lynx,Hare; first rows are 1900,4,30 and 1901,6.1,47.2.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1403, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	Recover lognormal for both positive response marginals while retaining the bivariate VAR(1) lag system and fixed-zero contemporaneous residual correlation.
mcelreath:mcelreath_btdata_intercept	multivariate_gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	17.qmd#L152-L159	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1437 returns 'mvbind(tarsus, back) ~ 1' with no family. The exact intercept-only mvbind(tarsus,back) model explicitly sets family = gaussian and set_rescor(TRUE).	Historical BRM formula is 'mvbind(tarsus, back) ~ 1'. Authoritative formula/likelihood at 17.qmd#L152-L159 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader is Rdatasets MCMCglmm/BTdata.csv; formulas use tarsus,back,sex,hatchdate,fosternest,dam. The authoritative book loads MCMCglmm::BTdata with those same fields; dataset supports identity of the example but not its family.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1437, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	Recover Gaussian for both marginals and preserve the estimated residual correlation of the bivariate model.
mcelreath:mcelreath_btdata_full	multivariate_gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	17.qmd#L47-L55	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1454 returns 'mvbind(tarsus, back) ~ sex + hatchdate + (1 | p | fosternest) + (1 | q | dam)' with no family. The exact bivariate tarsus/back mixed model explicitly sets family = gaussian and set_rescor(TRUE).	Historical BRM formula is 'mvbind(tarsus, back) ~ sex + hatchdate + (1 | p | fosternest) + (1 | q | dam)'. Authoritative formula/likelihood at 17.qmd#L47-L55 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader is Rdatasets MCMCglmm/BTdata.csv; formulas use tarsus,back,sex,hatchdate,fosternest,dam. The authoritative book loads MCMCglmm::BTdata with those same fields; dataset supports identity of the example but not its family.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1454, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	Recover Gaussian marginals, not an ordinary univariate family; mvbind supplies two responses with a residual correlation plus shared multilevel terms.
mcelreath:mcelreath_btdata_interaction	multivariate_gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Statistical_Rethinking_with_brms_ggplot2_and_the_tidyverse_2_ed; https://github.com/rmcelreath/rethinking	df64d9cb8d50ac850ce24cb277e95ccb88fad0a8	17.qmd#L84-L93	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1471 returns 'mvbind(tarsus, back) ~ sex * hatchdate + (1 | p | fosternest) + (1 | q | dam)' with no family. The exact sex-by-hatchdate bivariate model explicitly sets family = gaussian and set_rescor(TRUE).	Historical BRM formula is 'mvbind(tarsus, back) ~ sex * hatchdate + (1 | p | fosternest) + (1 | q | dam)'. Authoritative formula/likelihood at 17.qmd#L84-L93 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader is Rdatasets MCMCglmm/BTdata.csv; formulas use tarsus,back,sex,hatchdate,fosternest,dam. The authoritative book loads MCMCglmm::BTdata with those same fields; dataset supports identity of the example but not its family.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/mcelreath.jl:1471, the cited rethinking data surface, current upstream book code, and git history. The BRM row itself has blank family metadata and cites only data; no family was inferred from brms defaults, response names, titles, or dataset type.	Recover Gaussian marginals while preserving bivariate residual correlation and shared fosternest/dam effects.
kruschke:z6n8z2n7	bernoulli	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	08.qmd#L573-L584	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:48 returns 'y ~ 0 + s' with no family. The exact y ~ 0 + s model explicitly sets family = bernoulli(identity).	Historical BRM formula is 'y ~ 0 + s'. Authoritative formula/likelihood at 08.qmd#L573-L584 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads data.R/z6N8z2N7.csv. Authoritative CSV schema is y,s; first observations are 1,Reginald and 0,Reginald, with the documented 6/8 and 2/7 successes.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:48, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares bernoulli; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:two_group_iq_baseline	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	16.qmd#L382-L390	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:182 returns 'Score ~ 1' with no family. The exact Score ~ 1 baseline fit explicitly sets family = gaussian.	Historical BRM formula is 'Score ~ 1'. Authoritative formula/likelihood at 16.qmd#L382-L390 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads TwoGroupIQ.csv. Authoritative schema is Score,Group; first values are 102 and 107 in Smart Drug.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:182, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:calcium		genuinely-indeterminate	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	16.qmd#L655-L674	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:229 returns 'decrease ~ 0 + treatment' with no family. Historical BRM returns decrease ~ 0 + treatment but declares no family. No authoritative DBDA model with that response/formula was found.	The BRM prose says Gaussian (or student-t for robustness), which names incompatible alternatives and is not a unique likelihood declaration.	BRM loader labels the four whitespace columns begin,end,decrease,treatment after skipto=2. The cited live calcium.dat.txt actually has eight numeric columns (first row 1,78,2,83,4,2.53,1.07,3) and the current book names them obsno,age,sex,alkphos,lab,cammol,phosmmol,age_group; there is no decrease or treatment column.	Searched the current DBDA repo, all git-history string matches for decrease/CalciumSupplement, and the JSE URL. Current 16.qmd only uses the calcium URL for a different elderly-serum-calcium dataset; no exact historical model code or unique family declaration was recovered. Dataset mismatch defeats the row crosswalk.	Genuinely indeterminate: neither the historical BRM nor a matching authoritative model supplies one likelihood, and the only family prose is explicitly ambiguous. Dataset contents cannot resolve it.
kruschke:income_famsize	student	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	17.qmd#L1485-L1522	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:333 returns 'median_income_z | se(se_z, sigma = TRUE) ~ 1 + family_size_z + I(family_size_z^2) + (1 + family_size_z + I(family_size_z^2) || State)' with no family. The exact formula is fit with family = student and response se(...,sigma=TRUE).	Historical BRM formula is 'median_income_z | se(se_z, sigma = TRUE) ~ 1 + family_size_z + I(family_size_z^2) + (1 + family_size_z + I(family_size_z^2) || State)'. Authoritative formula/likelihood at 17.qmd#L1485-L1522 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads IncomeFamszState3yr.csv and standardizes income/family size/SE. Authoritative schema after its comment line is FamilySize,State,MedianIncome,SampErr; first row is 2,Alabama,48177,581.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:333, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	Recover Student-t observation likelihood while retaining known response SE, an additional residual sigma, and state-varying polynomial effects.
kruschke:guber1999_base	student	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	18.qmd#L506-L536	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:363 returns 'satt_z ~ 1 + spend_z + prcnt_take_z' with no family. The exact standardized multiple regression explicitly sets family = student.	Historical BRM formula is 'satt_z ~ 1 + spend_z + prcnt_take_z'. Authoritative formula/likelihood at 18.qmd#L506-L536 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads Guber1999data.csv and derives standardized SATT,Spend,PrcntTake plus complement/interaction. Authoritative schema is State,Spend,StuTeaRat,Salary,PrcntTake,SATV,SATM,SATT; Alabama begins 4.405,17.2,31.144,8,491,538,1029.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:363, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares student; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:guber1999_complement	student	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	18.qmd#L894-L908	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:390 returns 'satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z' with no family. The exact complementary-predictor model explicitly sets family = student.	Historical BRM formula is 'satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z'. Authoritative formula/likelihood at 18.qmd#L894-L908 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads Guber1999data.csv and derives standardized SATT,Spend,PrcntTake plus complement/interaction. Authoritative schema is State,Spend,StuTeaRat,Salary,PrcntTake,SATV,SATM,SATT; Alabama begins 4.405,17.2,31.144,8,491,538,1029.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:390, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares student; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:guber1999_interaction	student	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	18.qmd#L1261-L1275	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:417 returns 'satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z' with no family. The exact interaction model explicitly sets family = student.	Historical BRM formula is 'satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z'. Authoritative formula/likelihood at 18.qmd#L1261-L1275 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads Guber1999data.csv and derives standardized SATT,Spend,PrcntTake plus complement/interaction. Authoritative schema is State,Spend,StuTeaRat,Salary,PrcntTake,SATV,SATM,SATT; Alabama begins 4.405,17.2,31.144,8,491,538,1029.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:417, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares student; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:fruitfly_pooled	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	19.qmd#L813-L825	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:472 returns 'Longevity ~ 1' with no family. The exact Longevity ~ 1 comparison model explicitly sets family = gaussian.	Historical BRM formula is 'Longevity ~ 1'. Authoritative formula/likelihood at 19.qmd#L813-L825 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads FruitflyDataReduced.csv and centers Thorax. Authoritative schema is Longevity,CompanionNumber,Thorax; first rows are 35,Pregnant8,0.64 and 37,Pregnant8,0.68.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:472, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:fruitfly_ancova	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	19.qmd#L1632-L1649	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:506 returns 'Longevity ~ 1 + thorax_c + (1 | CompanionNumber)' with no family. The exact common-thorax-slope hierarchical ANCOVA explicitly sets family = gaussian.	Historical BRM formula is 'Longevity ~ 1 + thorax_c + (1 | CompanionNumber)'. Authoritative formula/likelihood at 19.qmd#L1632-L1649 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads FruitflyDataReduced.csv and centers Thorax. Authoritative schema is Longevity,CompanionNumber,Thorax; first rows are 35,Pregnant8,0.64 and 37,Pregnant8,0.68.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:506, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:fruitfly_anhecova	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	19.qmd#L1656-L1694	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:523 returns 'Longevity ~ 1 + thorax_c + (1 + thorax_c | CompanionNumber)' with no family. The exact random-thorax-slope ANHECOVA explicitly sets family = gaussian.	Historical BRM formula is 'Longevity ~ 1 + thorax_c + (1 + thorax_c | CompanionNumber)'. Authoritative formula/likelihood at 19.qmd#L1656-L1694 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads FruitflyDataReduced.csv and centers Thorax. Authoritative schema is Longevity,CompanionNumber,Thorax; first rows are 35,Pregnant8,0.64 and 37,Pregnant8,0.68.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:523, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:softmax_baseline	categorical	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	22.qmd#L918-L930	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:755 returns 'Y ~ 1' with no family. The exact intercept-only Y ~ 1 model explicitly sets family = categorical(link = logit).	Historical BRM formula is 'Y ~ 1'. Authoritative formula/likelihood at 22.qmd#L918-L930 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads SoftmaxRegData1.csv. Authoritative schema is X1,X2,Y; first row is -0.0871473608669491,-1.0813421754063,2.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:755, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares categorical; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:censored_missing	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	25.qmd#L350-L369	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:987 returns 'y_na ~ 1' with no family. The exact y_na ~ 1 model explicitly sets family = gaussian.	Historical BRM formula is 'y_na ~ 1'. Authoritative formula/likelihood at 25.qmd#L350-L369 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 500 Normal(100,15) draws and columns y,y_na,y1,cen1,y2,y3,cen2 with thresholds 85/115 and five-unit intervals. The authoritative chapter also simulates Normal(100,15) censoring but current thresholds/data draws differ (notably 106); exact formula/censoring operators, not values, establish the model match.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:987, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.
kruschke:censored_lr	gaussian	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	25.qmd#L371-L405	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:1003 returns 'y1 | cens(cen1) ~ 1' with no family. The exact y1 | cens(cen1) ~ 1 model explicitly sets family = gaussian.	Historical BRM formula is 'y1 | cens(cen1) ~ 1'. Authoritative formula/likelihood at 25.qmd#L371-L405 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM constructs 500 Normal(100,15) draws and columns y,y_na,y1,cen1,y2,y3,cen2 with thresholds 85/115 and five-unit intervals. The authoritative chapter also simulates Normal(100,15) censoring but current thresholds/data draws differ (notably 106); exact formula/censoring operators, not values, establish the model match.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:1003, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	Recover Gaussian latent event-time/value likelihood while preserving left/right censoring in the observation contribution.
