key	deployed	family_text_claim	dataset_source_claim	row_source_claim	hidden_claim	historical_sha	source_line	example_claim	source	source_path	formula_claim	formula_match	name_claim	formula_return	family_claim_provenance	row_index	verified_claim	family_claim	dataset_claim	variant	family_selected	family_selected_provenance	family_audit_evidence_class	family_audit_evidence_strength	family_audit_authoritative_surface	family_audit_authoritative_revision	family_audit_authoritative_path_anchor	family_audit_retrieved_at_utc	family_audit_http_status	family_audit_explicit_evidence	family_audit_semantic_evidence	family_audit_dataset_evidence	family_audit_negative_evidence	family_audit_decision_rationale	semantic_route	route_note	translation_status	surface_support_class	surface_secondary_gap	current_brm_body	translation_note	data_columns	group_columns	data_shape_assumptions
guber1999_base	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	363	guber1999	kruschke	scripts/examples/kruschke.jl	satt_z ~ 1 + spend_z + prcnt_take_z	true	Guber 1999 — Base Multiple Regression	satt_z ~ 1 + spend_z + prcnt_take_z	unresolved	196	false		guber1999	exact-metadata		unresolved	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	18.qmd#L506-L536	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:363 returns 'satt_z ~ 1 + spend_z + prcnt_take_z' with no family. The exact standardized multiple regression explicitly sets family = student.	Historical BRM formula is 'satt_z ~ 1 + spend_z + prcnt_take_z'. Authoritative formula/likelihood at 18.qmd#L506-L536 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads Guber1999data.csv and derives standardized SATT,Spend,PrcntTake plus complement/interaction. Authoritative schema is State,Spend,StuTeaRat,Salary,PrcntTake,SATV,SATM,SATT; Alabama begins 4.405,17.2,31.144,8,491,538,1029.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:363, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares student; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	satt_z,spend_z,prcnt_take_z		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
guber1999_base	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	363	guber1999	kruschke	scripts/examples/kruschke.jl	satt_z ~ 1 + spend_z + prcnt_take_z	true	Guber 1999 — Base Multiple Regression	satt_z ~ 1 + spend_z + prcnt_take_z	unresolved	196	false		guber1999	inferred-family	student_t	authoritative-audit-explicit-family-recovery	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	18.qmd#L506-L536	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:363 returns 'satt_z ~ 1 + spend_z + prcnt_take_z' with no family. The exact standardized multiple regression explicitly sets family = student.	Historical BRM formula is 'satt_z ~ 1 + spend_z + prcnt_take_z'. Authoritative formula/likelihood at 18.qmd#L506-L536 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads Guber1999data.csv and derives standardized SATT,Spend,PrcntTake plus complement/interaction. Authoritative schema is State,Spend,StuTeaRat,Salary,PrcntTake,SATV,SATM,SATT; Alabama begins 4.405,17.2,31.144,8,491,538,1029.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:363, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares student; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	semantic-rewrite	already-expressible-via-semantic-rewrite		loc ~ 1 + spend_z + prcnt_take_z\nlog(scale) ~ 1\nsatt_z ~ LocationScale(loc, scale, TDist(nu))	the SBBRMI-only LocationScale Student-t dispatcher landed at canonical 11031f2 and is executable; each row still needs its historical degrees-of-freedom value/prior recovered before this symbolic `nu` body is faithful	satt_z,spend_z,prcnt_take_z		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
guber1999_complement	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	390	guber1999	kruschke	scripts/examples/kruschke.jl	satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z	true	Guber 1999 — Complement Proportion Predictor	satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z	unresolved	197	false		guber1999	exact-metadata		unresolved	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	18.qmd#L894-L908	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:390 returns 'satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z' with no family. The exact complementary-predictor model explicitly sets family = student.	Historical BRM formula is 'satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z'. Authoritative formula/likelihood at 18.qmd#L894-L908 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads Guber1999data.csv and derives standardized SATT,Spend,PrcntTake plus complement/interaction. Authoritative schema is State,Spend,StuTeaRat,Salary,PrcntTake,SATV,SATM,SATT; Alabama begins 4.405,17.2,31.144,8,491,538,1029.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:390, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares student; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	satt_z,Intercept,spend_z,prcnt_take_z,prop_not_take_z		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
guber1999_complement	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	390	guber1999	kruschke	scripts/examples/kruschke.jl	satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z	true	Guber 1999 — Complement Proportion Predictor	satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z	unresolved	197	false		guber1999	inferred-family	student_t	authoritative-audit-explicit-family-recovery	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	18.qmd#L894-L908	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:390 returns 'satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z' with no family. The exact complementary-predictor model explicitly sets family = student.	Historical BRM formula is 'satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z'. Authoritative formula/likelihood at 18.qmd#L894-L908 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads Guber1999data.csv and derives standardized SATT,Spend,PrcntTake plus complement/interaction. Authoritative schema is State,Spend,StuTeaRat,Salary,PrcntTake,SATV,SATM,SATT; Alabama begins 4.405,17.2,31.144,8,491,538,1029.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:390, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares student; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	semantic-rewrite	already-expressible-via-semantic-rewrite		loc ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z\nlog(scale) ~ 1\nsatt_z ~ LocationScale(loc, scale, TDist(nu))	the SBBRMI-only LocationScale Student-t dispatcher landed at canonical 11031f2 and is executable; each row still needs its historical degrees-of-freedom value/prior recovered before this symbolic `nu` body is faithful	satt_z,Intercept,spend_z,prcnt_take_z,prop_not_take_z		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
guber1999_interaction	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	417	guber1999	kruschke	scripts/examples/kruschke.jl	satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z	true	Guber 1999 — Interaction Term	satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z	unresolved	198	false		guber1999	exact-metadata		unresolved	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	18.qmd#L1261-L1275	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:417 returns 'satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z' with no family. The exact interaction model explicitly sets family = student.	Historical BRM formula is 'satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z'. Authoritative formula/likelihood at 18.qmd#L1261-L1275 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads Guber1999data.csv and derives standardized SATT,Spend,PrcntTake plus complement/interaction. Authoritative schema is State,Spend,StuTeaRat,Salary,PrcntTake,SATV,SATM,SATT; Alabama begins 4.405,17.2,31.144,8,491,538,1029.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:417, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares student; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	satt_z,spend_z,prcnt_take_z,interaction_z		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
guber1999_interaction	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/Guber1999data.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	417	guber1999	kruschke	scripts/examples/kruschke.jl	satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z	true	Guber 1999 — Interaction Term	satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z	unresolved	198	false		guber1999	inferred-family	student_t	authoritative-audit-explicit-family-recovery	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	18.qmd#L1261-L1275	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:417 returns 'satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z' with no family. The exact interaction model explicitly sets family = student.	Historical BRM formula is 'satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z'. Authoritative formula/likelihood at 18.qmd#L1261-L1275 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads Guber1999data.csv and derives standardized SATT,Spend,PrcntTake plus complement/interaction. Authoritative schema is State,Spend,StuTeaRat,Salary,PrcntTake,SATV,SATM,SATT; Alabama begins 4.405,17.2,31.144,8,491,538,1029.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:417, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares student; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	semantic-rewrite	already-expressible-via-semantic-rewrite		loc ~ 1 + spend_z + prcnt_take_z + interaction_z\nlog(scale) ~ 1\nsatt_z ~ LocationScale(loc, scale, TDist(nu))	the SBBRMI-only LocationScale Student-t dispatcher landed at canonical 11031f2 and is executable; each row still needs its historical degrees-of-freedom value/prior recovered before this symbolic `nu` body is faithful	satt_z,spend_z,prcnt_take_z,interaction_z		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
fruitfly_hierarchical	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	455	fruitfly	kruschke	scripts/examples/kruschke.jl	Longevity ~ 1 + (1 | CompanionNumber)	true	Fruitfly — Hierarchical One-Way ANOVA	Longevity ~ 1 + (1 | CompanionNumber)	unresolved	199	false		fruitfly	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	Longevity,CompanionNumber	CompanionNumber	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
fruitfly_hierarchical	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	455	fruitfly	kruschke	scripts/examples/kruschke.jl	Longevity ~ 1 + (1 | CompanionNumber)	true	Fruitfly — Hierarchical One-Way ANOVA	Longevity ~ 1 + (1 | CompanionNumber)	unresolved	199	false		fruitfly	inferred-family	gaussian	inferred-from-name													ordinary_brm	direct population/likelihood route when the family and terms are supported	ready	already-expressible-verbatim		loc ~ 1 + (1 | CompanionNumber)\nlog(sigma) ~ 1\nLongevity ~ Normal(loc, sigma)	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	Longevity,CompanionNumber	CompanionNumber	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
fruitfly_pooled	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	472	fruitfly	kruschke	scripts/examples/kruschke.jl	Longevity ~ 1	true	Fruitfly — Pooled Baseline	Longevity ~ 1	unresolved	200	false		fruitfly	exact-metadata		unresolved	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	19.qmd#L813-L825	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:472 returns 'Longevity ~ 1' with no family. The exact Longevity ~ 1 comparison model explicitly sets family = gaussian.	Historical BRM formula is 'Longevity ~ 1'. Authoritative formula/likelihood at 19.qmd#L813-L825 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads FruitflyDataReduced.csv and centers Thorax. Authoritative schema is Longevity,CompanionNumber,Thorax; first rows are 35,Pregnant8,0.64 and 37,Pregnant8,0.68.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:472, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	Longevity		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
fruitfly_pooled	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	472	fruitfly	kruschke	scripts/examples/kruschke.jl	Longevity ~ 1	true	Fruitfly — Pooled Baseline	Longevity ~ 1	unresolved	200	false		fruitfly	inferred-family	gaussian	authoritative-audit-explicit-family-recovery	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	19.qmd#L813-L825	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:472 returns 'Longevity ~ 1' with no family. The exact Longevity ~ 1 comparison model explicitly sets family = gaussian.	Historical BRM formula is 'Longevity ~ 1'. Authoritative formula/likelihood at 19.qmd#L813-L825 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads FruitflyDataReduced.csv and centers Thorax. Authoritative schema is Longevity,CompanionNumber,Thorax; first rows are 35,Pregnant8,0.64 and 37,Pregnant8,0.68.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:472, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	ready	already-expressible-verbatim		loc ~ 1\nlog(sigma) ~ 1\nLongevity ~ Normal(loc, sigma)	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	Longevity		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
fruitfly_robust	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	489	fruitfly	kruschke	scripts/examples/kruschke.jl	bf(Longevity ~ 0 + CompanionNumber, sigma ~ 0 + CompanionNumber)	true	Fruitfly — Robust ANOVA with Heterogeneous Sigma	bf(Longevity ~ 0 + CompanionNumber, sigma ~ 0 + CompanionNumber)	unresolved	201	false		fruitfly	exact-metadata		unresolved													ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	Longevity,CompanionNumber		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
fruitfly_robust	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	489	fruitfly	kruschke	scripts/examples/kruschke.jl	bf(Longevity ~ 0 + CompanionNumber, sigma ~ 0 + CompanionNumber)	true	Fruitfly — Robust ANOVA with Heterogeneous Sigma	bf(Longevity ~ 0 + CompanionNumber, sigma ~ 0 + CompanionNumber)	unresolved	201	false		fruitfly	inferred-family	gaussian	inferred-from-name													ordinary_brm	direct population/likelihood route when the family and terms are supported	ready	already-expressible-via-semantic-rewrite		loc ~ 0 + CompanionNumber\nlog(sigma) ~ 0 + CompanionNumber\nLongevity ~ Normal(loc, sigma)	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	Longevity,CompanionNumber		synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
fruitfly_ancova	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	506	fruitfly	kruschke	scripts/examples/kruschke.jl	Longevity ~ 1 + thorax_c + (1 | CompanionNumber)	true	Fruitfly — ANCOVA with Thorax Covariate	Longevity ~ 1 + thorax_c + (1 | CompanionNumber)	unresolved	202	false		fruitfly	exact-metadata		unresolved	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	19.qmd#L1632-L1649	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:506 returns 'Longevity ~ 1 + thorax_c + (1 | CompanionNumber)' with no family. The exact common-thorax-slope hierarchical ANCOVA explicitly sets family = gaussian.	Historical BRM formula is 'Longevity ~ 1 + thorax_c + (1 | CompanionNumber)'. Authoritative formula/likelihood at 19.qmd#L1632-L1649 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads FruitflyDataReduced.csv and centers Thorax. Authoritative schema is Longevity,CompanionNumber,Thorax; first rows are 35,Pregnant8,0.64 and 37,Pregnant8,0.68.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:506, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	unresolved-family	historical-semantics-unresolved	family evidence remains indeterminate		family is not explicit or defensibly inferred	Longevity,thorax_c,CompanionNumber	CompanionNumber	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
fruitfly_ancova	true		https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/FruitflyDataReduced.csv	false	05c3f465e7987e8d7caa7e214fedddd90415a922	506	fruitfly	kruschke	scripts/examples/kruschke.jl	Longevity ~ 1 + thorax_c + (1 | CompanionNumber)	true	Fruitfly — ANCOVA with Thorax Covariate	Longevity ~ 1 + thorax_c + (1 | CompanionNumber)	unresolved	202	false		fruitfly	inferred-family	gaussian	authoritative-audit-explicit-family-recovery	explicit-family-recovery	high	https://github.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse	f90517976b2f52cc9b63c7c5e151e85b1d677e63	19.qmd#L1632-L1649	2026-07-28T22:54:31Z	200	Historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:506 returns 'Longevity ~ 1 + thorax_c + (1 | CompanionNumber)' with no family. The exact common-thorax-slope hierarchical ANCOVA explicitly sets family = gaussian.	Historical BRM formula is 'Longevity ~ 1 + thorax_c + (1 | CompanionNumber)'. Authoritative formula/likelihood at 19.qmd#L1632-L1649 is the same model up to documented renaming, centering, or generated-column crosswalk.	BRM loader reads FruitflyDataReduced.csv and centers Thorax. Authoritative schema is Longevity,CompanionNumber,Thorax; first rows are 35,Pregnant8,0.64 and 37,Pregnant8,0.68.	Searched historical BRM 05c3f465e7987e8d7caa7e214fedddd90415a922:scripts/examples/kruschke.jl:506, current DBDA/brms book code, git history, and the cited loader/data surface. The BRM row has blank family metadata; no family was inferred from brms defaults, response names, titles, or data type.	The authoritative book/repository explicitly declares gaussian; dataset evidence only confirms the example identity and was not used as sole family evidence.	ordinary_brm	direct population/likelihood route when the family and terms are supported	ready	already-expressible-verbatim		loc ~ 1 + thorax_c + (1 | CompanionNumber)\nlog(sigma) ~ 1\nLongevity ~ Normal(loc, sigma)	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	Longevity,thorax_c,CompanionNumber	CompanionNumber	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome
