warmuphmc	warmuphmc_draws	evidence_kind	brmi_parse	stanc	stan_transpile	semantic_route	stan_code_sha256	family_selected	variant	surface_support_class	probe_id	gradient_finite	evidence_from	descriptor	key	deployed	static_error_stage	static_error	translation_status	log_density	runtime_error	stan_data_sha256	sbbrmi_lower	dimension	historical_formula	warmuphmc_error	surface_secondary_gap	family_selected_provenance	source	bridgestan_instantiate	current_brm_body	row_index	data_shape_assumptions	brmi_eval
not-run		direct	pass	pass	pass	ordinary_brm	1ffcbe100487b0e2acc6f60701c81fe2dfa3fc88ff2c091c8da952756fb24598	gaussian	inferred-family	already-expressible-via-semantic-rewrite	dfa84add5a8b992f	true	382	pass	two_group_iq_hetero	true			ready	-7.817384082920588		a5c2861e1719ffba9ac889a62ba9095e0d160a947c9fc34655ec046666364277	pass	2	bf(Score ~ 0 + Group, sigma ~ 0 + Group)			inferred-from-name	kruschke	pass	loc ~ 0 + Group\nlog(sigma) ~ 0 + Group\nScore ~ Normal(loc, sigma)	191	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	calcium	true			unresolved-family				not-run		decrease ~ 0 + treatment		family evidence remains indeterminate	unresolved	kruschke	not-run		192	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			inferred-family	historical-semantics-unresolved		not-run		not-run	calcium	true			unresolved-family				not-run		decrease ~ 0 + treatment		family evidence remains indeterminate	authoritative-audit-genuinely-indeterminate	kruschke	not-run		192	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	htwt	true			unresolved-family				not-run		weight_z ~ 1 + height_z		family evidence remains indeterminate	unresolved	kruschke	not-run		193	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	ee2fa4b0321af4cf9ca3793d06256c9be932fb711276f600cf82803bd933d49c	gaussian	inferred-family	already-expressible-verbatim	aa86e79cbca87636	true	386	pass	htwt	true			ready	-7.817384082920588		63be7b2cd3c3b310f23797acb7a042df4f93f011928f95e4c1aa5c48c9f0dd46	pass	3	weight_z ~ 1 + height_z			inferred-from-name	kruschke	pass	loc ~ 1 + height_z\nlog(sigma) ~ 1\nweight_z ~ Normal(loc, sigma)	193	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	hier_linreg	true			unresolved-family				not-run		y_z ~ 1 + x_z + (1 + x_z || Subj)		family evidence remains indeterminate	unresolved	kruschke	not-run		194	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	1dbc9394454dd23dad5adbcfb5a8dbb67307743b6f80d00420acdc9d2cd093b2	gaussian	inferred-family	already-expressible-verbatim	6015bbcba3550d37	true	388	pass	hier_linreg	true			ready	-8.317384082920588		41edba372946c9eea14655f9036df35cb05e87c2bdb206dc07034caf5784c053	pass	11	y_z ~ 1 + x_z + (1 + x_z || Subj)			inferred-from-name	kruschke	pass	loc ~ 1 + x_z + (1 + x_z || Subj)\nlog(sigma) ~ 1\ny_z ~ Normal(loc, sigma)	194	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	income_famsize	true			unresolved-family				not-run		median_income_z | se(se_z, sigma = TRUE) ~ 1 + family_size_z + I(family_size_z^2) + (1 + family_size_z + I(family_size_z^2) || State)		family evidence remains indeterminate	unresolved	kruschke	not-run		195	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		student_t	inferred-family	genuinely-missing-brm-surface		not-run		not-run	income_famsize	true			unsupported				not-run		median_income_z | se(se_z, sigma = TRUE) ~ 1 + family_size_z + I(family_size_z^2) + (1 + family_size_z + I(family_size_z^2) || State)		StanBlocks building blocks may exist; see surface audits	authoritative-audit-explicit-family-recovery	kruschke	not-run		195	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	guber1999_base	true			unresolved-family				not-run		satt_z ~ 1 + spend_z + prcnt_take_z		family evidence remains indeterminate	unresolved	kruschke	not-run		196	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		student_t	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	guber1999_base	true			semantic-rewrite				not-run		satt_z ~ 1 + spend_z + prcnt_take_z			authoritative-audit-explicit-family-recovery	kruschke	not-run	loc ~ 1 + spend_z + prcnt_take_z\nlog(scale) ~ 1\nsatt_z ~ LocationScale(loc, scale, TDist(nu))	196	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	guber1999_complement	true			unresolved-family				not-run		satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z		family evidence remains indeterminate	unresolved	kruschke	not-run		197	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		student_t	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	guber1999_complement	true			semantic-rewrite				not-run		satt_z ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z			authoritative-audit-explicit-family-recovery	kruschke	not-run	loc ~ 0 + Intercept + spend_z + prcnt_take_z + prop_not_take_z\nlog(scale) ~ 1\nsatt_z ~ LocationScale(loc, scale, TDist(nu))	197	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	guber1999_interaction	true			unresolved-family				not-run		satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z		family evidence remains indeterminate	unresolved	kruschke	not-run		198	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		student_t	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	guber1999_interaction	true			semantic-rewrite				not-run		satt_z ~ 1 + spend_z + prcnt_take_z + interaction_z			authoritative-audit-explicit-family-recovery	kruschke	not-run	loc ~ 1 + spend_z + prcnt_take_z + interaction_z\nlog(scale) ~ 1\nsatt_z ~ LocationScale(loc, scale, TDist(nu))	198	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	fruitfly_hierarchical	true			unresolved-family				not-run		Longevity ~ 1 + (1 | CompanionNumber)		family evidence remains indeterminate	unresolved	kruschke	not-run		199	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	5c0d1cde572ff0cad65f1b43a74f256f486719bbc7411ab93b50e75dd2558063	gaussian	inferred-family	already-expressible-verbatim	d6205497020c0f77	true	398	pass	fruitfly_hierarchical	true			ready	-8.47744637392999		bc8752596a68c560364ff4bd4679ea57616cc1b678caa247b96859feb744d285	pass	6	Longevity ~ 1 + (1 | CompanionNumber)			inferred-from-name	kruschke	pass	loc ~ 1 + (1 | CompanionNumber)\nlog(sigma) ~ 1\nLongevity ~ Normal(loc, sigma)	199	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	fruitfly_pooled	true			unresolved-family				not-run		Longevity ~ 1		family evidence remains indeterminate	unresolved	kruschke	not-run		200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	508741a8e6d04b5095f575f8a74e54148ec976cb945051c59c1dbd486b09d79c	gaussian	inferred-family	already-expressible-verbatim	3f6a73e371efab14	true	400	pass	fruitfly_pooled	true			ready	-8.47744637392999		76920ad6c1f823850f2e58cbc0b65e233773ac068634927d2e56cad840073151	pass	2	Longevity ~ 1			authoritative-audit-explicit-family-recovery	kruschke	pass	loc ~ 1\nlog(sigma) ~ 1\nLongevity ~ Normal(loc, sigma)	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	fruitfly_robust	true			unresolved-family				not-run		bf(Longevity ~ 0 + CompanionNumber, sigma ~ 0 + CompanionNumber)		family evidence remains indeterminate	unresolved	kruschke	not-run		201	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	221d470a858557a074fc0a9fcc2df1193fccf009ad3e6200113467a8e972ddf6	gaussian	inferred-family	already-expressible-via-semantic-rewrite	7590f12d972a27c2	true	402	pass	fruitfly_robust	true			ready	-7.817384082920588		9dd27e79550057fbaa677178680efe5c98d7401ac597368ca08e418ec9ffb136	pass	2	bf(Longevity ~ 0 + CompanionNumber, sigma ~ 0 + CompanionNumber)			inferred-from-name	kruschke	pass	loc ~ 0 + CompanionNumber\nlog(sigma) ~ 0 + CompanionNumber\nLongevity ~ Normal(loc, sigma)	201	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	fruitfly_ancova	true			unresolved-family				not-run		Longevity ~ 1 + thorax_c + (1 | CompanionNumber)		family evidence remains indeterminate	unresolved	kruschke	not-run		202	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	b6c8ad3596513136407a96da057ae7c13b74ff9c7019df9487ae87814ca07586	gaussian	inferred-family	already-expressible-verbatim	17ca6a9b9a997e67	true	404	pass	fruitfly_ancova	true			ready	-7.817384082920588		f117ae708f15366a3ea99fe4337c3243471048954749a3f09ed33ab7226bb92e	pass	7	Longevity ~ 1 + thorax_c + (1 | CompanionNumber)			authoritative-audit-explicit-family-recovery	kruschke	pass	loc ~ 1 + thorax_c + (1 | CompanionNumber)\nlog(sigma) ~ 1\nLongevity ~ Normal(loc, sigma)	202	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	fruitfly_anhecova	true			unresolved-family				not-run		Longevity ~ 1 + thorax_c + (1 + thorax_c | CompanionNumber)		family evidence remains indeterminate	unresolved	kruschke	not-run		203	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	482597cea84068a45dbc8d2496b9519b14c8d3747e4e269d6f77fa7f0f863be4	gaussian	inferred-family	already-expressible-verbatim	d91da242ec94a6ac	true	406	pass	fruitfly_anhecova	true			ready	-8.817384082920588		92d60d6ba9df869017b761d9915b0e6e2835550c8055df35c6066532e9ea37f3	pass	12	Longevity ~ 1 + thorax_c + (1 + thorax_c | CompanionNumber)			authoritative-audit-explicit-family-recovery	kruschke	pass	loc ~ 1 + thorax_c + (1 + thorax_c | CompanionNumber)\nlog(sigma) ~ 1\nLongevity ~ Normal(loc, sigma)	203	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	salary_anova	true			unresolved-family				not-run		Salary ~ 1 + (1 | Pos) + (1 | Org) + (1 | Pos:Org)		family evidence remains indeterminate	unresolved	kruschke	not-run		204	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	salary_anova	true			semantic-rewrite				not-run		Salary ~ 1 + (1 | Pos) + (1 | Org) + (1 | Pos:Org)			inferred-from-name	kruschke	not-run		204	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	salary_robust	true			unresolved-family				not-run		bf(Salary ~ 1 + (1 | Pos) + (1 | Org) + (1 | Pos:Org), sigma ~ 1 + (1 | Pos:Org))		family evidence remains indeterminate	unresolved	kruschke	not-run		205	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	salary_robust	true			semantic-rewrite				not-run		bf(Salary ~ 1 + (1 | Pos) + (1 | Org) + (1 | Pos:Org), sigma ~ 1 + (1 | Pos:Org))			inferred-from-name	kruschke	not-run		205	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	splitplot_field	true			unresolved-family				not-run		Yield ~ 1 + (1 | Till) + (1 | Fert) + (1 | Field) + (1 | Till:Fert)		family evidence remains indeterminate	unresolved	kruschke	not-run		206	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	splitplot_field	true			semantic-rewrite				not-run		Yield ~ 1 + (1 | Till) + (1 | Fert) + (1 | Field) + (1 | Till:Fert)			inferred-from-name	kruschke	not-run		206	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	splitplot_nofield	true			unresolved-family				not-run		Yield ~ 1 + (1 | Till) + (1 | Fert) + (1 | Till:Fert)		family evidence remains indeterminate	unresolved	kruschke	not-run		207	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		gaussian	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	splitplot_nofield	true			semantic-rewrite				not-run		Yield ~ 1 + (1 | Till) + (1 | Fert) + (1 | Till:Fert)			inferred-from-name	kruschke	not-run		207	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	htwt110_single	true			unresolved-family				not-run		male ~ 1 + weight_z		family evidence remains indeterminate	unresolved	kruschke	not-run		208	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	575cc7c9774d3769ea1634be260ca493afdfcecabfac7dfe8dfacad9c21650ce	bernoulli	inferred-family	already-expressible-verbatim	4e08482594f40c5e	true	416	pass	htwt110_single	true			ready	-8.317766166719343		b0a7c7f697764a1290063d0a4078d438f9b8753b7bdf4b6ca82a46273d46bb7a	pass	2	male ~ 1 + weight_z			inferred-from-name	kruschke	pass	log_odds ~ 1 + weight_z\nmale ~ BernoulliLogit(log_odds)	208	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	htwt110_two_pred	true			unresolved-family				not-run		male ~ 1 + weight_z + height_z		family evidence remains indeterminate	unresolved	kruschke	not-run		209	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	af20ebc16e9e197f0621598f4194dbcf36eccaf06b3d0160da19215fbcbcf281	bernoulli	inferred-family	already-expressible-verbatim	ac7078f55b5b7043	true	418	pass	htwt110_two_pred	true			ready	-8.317766166719343		749b278cf68b79cd3e5d889563ddbdd1091808cee59f74a77efcf32851d37824	pass	3	male ~ 1 + weight_z + height_z			inferred-from-name	kruschke	pass	log_odds ~ 1 + weight_z + height_z\nmale ~ BernoulliLogit(log_odds)	209	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	htwt110_robust	true			unresolved-family				not-run		bf(male ~ a * 0.5 + (1 - a) * 1 / (1 + exp(-(b0 + b1 * weight_z))), a + b0 + b1 ~ 1, nl = TRUE)		family evidence remains indeterminate	unresolved	kruschke	not-run		210	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		bernoulli	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	htwt110_robust	true			semantic-rewrite				not-run		bf(male ~ a * 0.5 + (1 - a) * 1 / (1 + exp(-(b0 + b1 * weight_z))), a + b0 + b1 ~ 1, nl = TRUE)			inferred-from-name	kruschke	not-run		210	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	softmax_categorical	true			unresolved-family				not-run		Y ~ 0 + Intercept + X1 + X2		family evidence remains indeterminate	unresolved	kruschke	not-run		211	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		categorical	inferred-family	genuinely-missing-brm-surface		not-run		not-run	softmax_categorical	true			unsupported				not-run		Y ~ 0 + Intercept + X1 + X2		StanBlocks building blocks may exist; see surface audits	inferred-from-name	kruschke	not-run		211	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	softmax_baseline	true			unresolved-family				not-run		Y ~ 1		family evidence remains indeterminate	unresolved	kruschke	not-run		212	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		categorical	inferred-family	genuinely-missing-brm-surface		not-run		not-run	softmax_baseline	true			unsupported				not-run		Y ~ 1		StanBlocks building blocks may exist; see surface audits	authoritative-audit-explicit-family-recovery	kruschke	not-run		212	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	condlog1_ordinal	true			unresolved-family				not-run		Y_ord ~ 1 + cs(X1) + cs(X2)		family evidence remains indeterminate	unresolved	kruschke	not-run		213	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		ordinal_unresolved	inferred-family	genuinely-missing-brm-surface		not-run		not-run	condlog1_ordinal	true			unsupported				not-run		Y_ord ~ 1 + cs(X1) + cs(X2)		StanBlocks building blocks may exist; see surface audits	historical-link-unresolved	kruschke	not-run		213	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	condlog2_ordinal	true			unresolved-family				not-run		Y_ord ~ 1 + cs(X1) + cs(X2)		family evidence remains indeterminate	unresolved	kruschke	not-run		214	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		ordinal_unresolved	inferred-family	genuinely-missing-brm-surface		not-run		not-run	condlog2_ordinal	true			unsupported				not-run		Y_ord ~ 1 + cs(X1) + cs(X2)		StanBlocks building blocks may exist; see surface audits	historical-link-unresolved	kruschke	not-run		214	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	ordinal_probit_intercept	true			unresolved-family				not-run		Y ~ 1		family evidence remains indeterminate	unresolved	kruschke	not-run		215	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		ordinal_probit	inferred-family	historical-semantics-unresolved		not-run		not-run	ordinal_probit_intercept	true			unsupported				not-run		Y ~ 1			inferred-from-catalog-title	kruschke	not-run		215	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	ordinal_probit_disc	true			unresolved-family				not-run		bf(Y ~ 1 + X) + lf(disc ~ 0 + X, cmc = FALSE)		family evidence remains indeterminate	unresolved	kruschke	not-run		216	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		ordinal_probit	inferred-family	genuinely-missing-brm-surface		not-run		not-run	ordinal_probit_disc	true			unsupported				not-run		bf(Y ~ 1 + X) + lf(disc ~ 0 + X, cmc = FALSE)		StanBlocks building blocks may exist; see surface audits	inferred-from-catalog-title	kruschke	not-run		216	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	ordinal_probit_hetero	true			unresolved-family				not-run		bf(Y ~ 0 + X, sigma ~ 0 + X)		family evidence remains indeterminate	unresolved	kruschke	not-run		217	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	269e464306c9a72b8d483915ea4e15ecc29cb5b4fa80f0793fc24a4a522a1961	gaussian	inferred-family	already-expressible-via-semantic-rewrite	b5bf3f5f8da670e9	true	434	pass	ordinal_probit_hetero	true			ready	-7.817384082920588		dc6a03c7bef5ef3b2c0e73593d2d7ac18a7f270c67953e0315c0f0767477c425	pass	2	bf(Y ~ 0 + X, sigma ~ 0 + X)			inferred-from-catalog-title/formula	kruschke	pass	loc ~ 0 + X\nlog(sigma) ~ 0 + X\nY ~ Normal(loc, sigma)	217	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	happiness_assets	true			unresolved-family				not-run		Happiness ~ 1 + Assets_s		family evidence remains indeterminate	unresolved	kruschke	not-run		218	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		ordinal_probit	inferred-family	historical-semantics-unresolved		not-run		not-run	happiness_assets	true			unsupported				not-run		Happiness ~ 1 + Assets_s			inferred-from-catalog-title	kruschke	not-run		218	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	movies	true			unresolved-family				not-run		Rating ~ 1 + Year_s + Length_s		family evidence remains indeterminate	unresolved	kruschke	not-run		219	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		ordinal_unresolved	inferred-family	historical-semantics-unresolved		not-run		not-run	movies	true			unsupported				not-run		Rating ~ 1 + Year_s + Length_s			historical-link-unresolved	kruschke	not-run		219	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	haireye_poisson	true			unresolved-family				not-run		Count ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)		family evidence remains indeterminate	unresolved	kruschke	not-run		220	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		poisson	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	haireye_poisson	true			semantic-rewrite				not-run		Count ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)			inferred-from-name	kruschke	not-run		220	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	haireye_binomial	true			unresolved-family				not-run		Count | trials(264) ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)		family evidence remains indeterminate	unresolved	kruschke	not-run		221	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm		binomial	inferred-family	already-expressible-via-semantic-rewrite		not-run		not-run	haireye_binomial	true			semantic-rewrite				not-run		Count | trials(264) ~ 1 + (1 | Hair) + (1 | Eye) + (1 | Hair:Eye)			inferred-from-response-syntax	kruschke	not-run		221	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	censored_missing	true			unresolved-family				not-run		y_na ~ 1		family evidence remains indeterminate	unresolved	kruschke	not-run		222	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		direct	pass	pass	pass	ordinary_brm	877dd7b212b797bc1207d8273e3840f9bd25d7d6c3b9d18f95cb198b76a90926	gaussian	inferred-family	already-expressible-verbatim	4c45461bb7b6f25f	true	444	pass	censored_missing	true			ready	-8.47744637392999		753dea3d593ead26e6aac70660a559267198f61b852b684b29e0e55df3254321	pass	2	y_na ~ 1			authoritative-audit-explicit-family-recovery	kruschke	pass	loc ~ 1\nlog(sigma) ~ 1\ny_na ~ Normal(loc, sigma)	222	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	pass
not-run		not-probed	not-run	not-run	not-run	brm_kernel			exact-metadata	historical-semantics-unresolved		not-run		not-run	censored_lr	true			unresolved-family				not-run		y1 | cens(cen1) ~ 1		family evidence remains indeterminate	unresolved	kruschke	not-run		223	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	brm_kernel		gaussian	inferred-family	historical-semantics-unresolved		not-run		not-run	censored_lr	true			route-specific				not-run		y1 | cens(cen1) ~ 1		kernel/plate substrate control is separately probed	authoritative-audit-explicit-family-recovery	kruschke	not-run		223	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	brm_kernel			exact-metadata	historical-semantics-unresolved		not-run		not-run	censored_interval	true			unresolved-family				not-run		y2 | cens(cen2, y3) ~ 1		family evidence remains indeterminate	unresolved	kruschke	not-run		224	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	brm_kernel		gaussian	inferred-family	historical-semantics-unresolved		not-run		not-run	censored_interval	true			route-specific				not-run		y2 | cens(cen2, y3) ~ 1		kernel/plate substrate control is separately probed	authoritative-audit-explicit-family-recovery	kruschke	not-run		224	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
not-run		not-probed	not-run	not-run	not-run	ordinary_brm			exact-metadata	historical-semantics-unresolved		not-run		not-run	epilepsy_base	true			unresolved-family				not-run		count ~ zBase * Trt + (1 | patient)		family evidence remains indeterminate	unresolved	burkner_papers	not-run		225	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run
