source_fidelity_first_pass	inferred_translation_note	family_audit_dataset_evidence	source_fidelity_verdict	family_audit_evidence_strength	source_line	renderer_family_provenance	probe_id	renderer_family_claim	family_discrepancy	family_adapter_clean_reviewed_sha	family_audit_authoritative_revision	formula_support	family_adapter_canonical_sha	dimension	failure_stage	descriptor_mount_contract	source_path	formula_claim_matches_return	family_audit_authoritative_path_anchor	family_audit_retrieved_at_utc	brmi_eval	dataset_claim	exact_current_brm_body	warmuphmc_draws	dataset_receipt_statuses	data_only_citation	family_adapter_validation_sha	source_fidelity_manual_reviewed	stan_transpile	family_description_claim	family_audit_evidence_class	family_adapter_control_tier	descriptor	inferred_current_brm_body	sbbrmi_lower	exact_translation_status	receipt_final_url	sbpmx_semantic_pattern	citation_authority_class	historical_sha	source_correction_with_evidence	receipt_evidence_anchor	semantic_route_note	receipt_http_status	data_shape_assumptions	warmuphmc	row_source_claim	source_fidelity_reason	inferred_family_provenance	semantic_route	exact_surface_secondary_gap	family_audit_negative_evidence	probe_evidence_from_row	log_density	exact_surface_support_class	exact_evidence_kind	stan_data_sha256	family_support	failure_evidence	exact_probe_id	inferred_translation_status	receipt_body_sha256	source	family_audit_http_status	bridgestan_instantiate	row_key	exact_capability_tier	dataset_support	brmi_parse	stanc	family_adapter_control_scope	stan_code_sha256	family_audit_explicit_evidence	name_claim	formula_return	gradient_finite	sbpmx_pattern_provenance	family_adapter_landed_applies	family_metadata_claim	receipt_retrieved_at	key	deployed	family_audit_semantic_evidence	exact_translation_note	probe_evidence_kind	family_audit_decision_rationale	inferred_surface_support_class	dataset_receipt_urls	inferred_surface_secondary_gap	formula_claim	family_audit_authoritative_surface	inferred_family	inferred_capability_tier	row_index
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		unverifiable		123	explicit_metadata	e23bf57c4cab1c2a	gaussian	none			insufficient_terms:0/3		6		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/lme4.jl	true			pass	sleepstudy	loc ~ Days + (Days || Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)		reachable-data-or-description	false		false	pass				pass	loc ~ Days + (Days || Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)	pass	ready	https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922			direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://cran.r-project.org/web/packages/lme4/vignettes/lmer.pdf	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	explicit	ordinary_brm			625	-8.317384082920588	already-expressible-verbatim	direct	b38209d151d3f5aedf96e2a1ed406226958fdbdea63c726116e9e1e35b994b33	not_observed		e23bf57c4cab1c2a	ready	60474d07bdb3a511f804a6cd2e73494fd8eb5713f532e2382f69c5dea2e8782e	lme4		pass	lme4:sleepstudy_uncorr	bridgestan-finite-density-gradient	not_observed	pass	pass		ced47d65c94052483ac0379c968ca5c5c8de131228fa40c12aecf2bcc064fd0d		Sleep Deprivation — Uncorrelated Random Slopes	Reaction ~ Days + (Days || Subject)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	gaussian	2026-07-28T21:07:08.672557+00:00	sleepstudy_uncorr	true		explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	inherited-identical-probe		already-expressible-verbatim	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv		Reaction ~ Days + (Days || Subject)		gaussian	bridgestan-finite-density-gradient	313
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		unverifiable		144	explicit_metadata	2e57618ea27d703b	gaussian	none			insufficient_terms:0/2		6		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/lme4.jl	true			pass	dyestuff	loc ~ 1 + (1 | Batch)\nlog(sigma) ~ 1\nYield ~ Normal(loc, sigma)		reachable-data-or-description	false		false	pass				pass	loc ~ 1 + (1 | Batch)\nlog(sigma) ~ 1\nYield ~ Normal(loc, sigma)	pass	ready	https://www.jstatsoft.org/article/view/v067i01	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=828; matched_terms=random; context_sha256=d4d494ca9c17b710	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://doi.org/10.18637/jss.v067.i01	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	explicit	ordinary_brm			627	-8.47744637392999	already-expressible-verbatim	direct	797addf7481a8fc4dee4901d773cd11db24d4e81dc913e8b2281f53d0fb6c7b9	not_observed		2e57618ea27d703b	ready	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f	lme4		pass	lme4:dyestuff_re	bridgestan-finite-density-gradient	name_or_key_present	pass	pass		af911d285af8ae0f32cb4e093fed059ba6835f79fa3c21d7726a30d994ab6d82		Dyestuff — Minimal Random-Intercept LMM	Yield ~ 1 + (1 | Batch)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	gaussian	2026-07-28T21:07:08.675823+00:00	dyestuff_re	true		explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	inherited-identical-probe		already-expressible-verbatim	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Dyestuff.csv		Yield ~ 1 + (1 | Batch)		gaussian	bridgestan-finite-density-gradient	314
unverifiable	trials/cbind response lowered to explicit BinomialLogit		unverifiable		164	explicit_metadata	fa16ba09e8368d26	binomial	none			insufficient_terms:0/5		5		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/lme4.jl	true			pass	lme4_cbpp	log_odds ~ period + (1 | herd)\nincidence ~ BinomialLogit(incidence + size - incidence, log_odds)		reachable-data-or-description	false		false	pass				pass	log_odds ~ period + (1 | herd)\nincidence ~ BinomialLogit(incidence + size - incidence, log_odds)	pass	ready	https://www.jstatsoft.org/article/view/v067i01	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=42; matched_terms=lme4; context_sha256=730673dc67fbe355	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://doi.org/10.18637/jss.v067.i01	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	explicit	ordinary_brm			629	-66.54212933375474	already-expressible-via-semantic-rewrite	direct	a09d174bf05731c41de06ae135c9cdb5cfcf016224c1be0740b119099c795e2f	not_observed		fa16ba09e8368d26	ready	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f	lme4		pass	lme4:lme4_cbpp_glmm	bridgestan-finite-density-gradient	name_or_key_present	pass	pass		a2995e834297a856c8023d2b6b1d7794a6c4dcfd7e3ccaed2d97201f95d69d92		CBPP — Binomial GLMM (lme4 syntax)	cbind(incidence, size - incidence) ~ period + (1 | herd)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	binomial	2026-07-28T21:07:08.675823+00:00	lme4_cbpp_glmm	true		trials/cbind response lowered to explicit BinomialLogit	inherited-identical-probe		already-expressible-via-semantic-rewrite	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/cbpp.csv		cbind(incidence, size - incidence) ~ period + (1 | herd)		binomial	bridgestan-finite-density-gradient	315
unverifiable	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		unverifiable		187	explicit_metadata	2d6a71b02ebf0946	gaussian	none			insufficient_terms:0/3		10		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/lme4.jl	true			pass	penicillin	loc ~ 1 + (1 | plate) + (1 | sample)\nlog(sigma) ~ 1\ndiameter ~ Normal(loc, sigma)		reachable-data-or-description	false		false	pass				pass	loc ~ 1 + (1 | plate) + (1 | sample)\nlog(sigma) ~ 1\ndiameter ~ Normal(loc, sigma)	pass	ready	https://www.jstatsoft.org/article/view/v067i01	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=828; matched_terms=random; context_sha256=d4d494ca9c17b710	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://doi.org/10.18637/jss.v067.i01	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	explicit	ordinary_brm			631	-8.47744637392999	already-expressible-verbatim	direct	bfc7e523b5254a4e21b87f537c99f918cd15970a0cd3a489af64b0b27f3c54f8	not_observed		2d6a71b02ebf0946	ready	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f	lme4		pass	lme4:penicillin_crossed	bridgestan-finite-density-gradient	name_or_key_present	pass	pass		867bdd59c0cb7e32a81524b23e538360ea634a1b95bdb7702d3af8667d651a70		Penicillin — Crossed Random Intercepts	diameter ~ 1 + (1 | plate) + (1 | sample)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	gaussian	2026-07-28T21:07:08.675823+00:00	penicillin_crossed	true		explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	inherited-identical-probe		already-expressible-verbatim	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Penicillin.csv		diameter ~ 1 + (1 | plate) + (1 | sample)		gaussian	bridgestan-finite-density-gradient	316
unverifiable	nested/composite grouping factors are expressible after deriving stable integer group ids or expanding nesting; exact source identity must be reviewed		unverifiable		207	explicit_metadata		gaussian	none			insufficient_terms:0/3				no executable descriptor until translation is resolved	scripts/examples/lme4.jl	true			not-run	pastes			reachable-data-or-description	false		false	not-run				not-run		not-run	semantic-rewrite	https://www.jstatsoft.org/article/view/v067i01	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=828; matched_terms=random; context_sha256=d4d494ca9c17b710	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://doi.org/10.18637/jss.v067.i01	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	explicit	ordinary_brm					already-expressible-via-semantic-rewrite	not-probed		not_observed			semantic-rewrite	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f	lme4		not-run	lme4:pastes_nested	semantic-rewrite	name_or_key_present	not-run	not-run				Pastes — Nested Random Effects	strength ~ (1 | batch/cask)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	gaussian	2026-07-28T21:07:08.675823+00:00	pastes_nested	true		nested/composite grouping factors are expressible after deriving stable integer group ids or expanding nesting; exact source identity must be reviewed	not-probed		already-expressible-via-semantic-rewrite	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Pastes.csv		strength ~ (1 | batch/cask)		gaussian	semantic-rewrite	317
unverifiable	binomial size is absent; refusing to guess Bernoulli versus grouped Binomial		unverifiable		227	explicit_metadata		binomial	none			insufficient_terms:0/5				no executable descriptor until translation is resolved	scripts/examples/lme4.jl	true			not-run	verbagg			reachable-data-or-description	false		false	not-run				not-run		not-run	unsupported	https://www.jstatsoft.org/article/view/v067i01	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=828; matched_terms=random; context_sha256=d4d494ca9c17b710	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://doi.org/10.18637/jss.v067.i01	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	explicit	ordinary_brm					historical-semantics-unresolved	not-probed		not_observed			unsupported	f8896f4f4e07e9374273dc8bf5cf41a2a1b669b105281e393b193e56fcab1f1f	lme4		not-run	lme4:verbagg_crossed	unsupported	name_or_key_present	not-run	not-run				Verbal Aggression — Bernoulli GLMM, Crossed Random Effects	r2 ~ Anger + Gender + btype + situ + (1 | id) + (1 | item)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	binomial	2026-07-28T21:07:08.675823+00:00	verbagg_crossed	true		binomial size is absent; refusing to guess Bernoulli versus grouped Binomial	not-probed		historical-semantics-unresolved	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/VerbAgg.csv		r2 ~ Anger + Gender + btype + situ + (1 | id) + (1 | item)		binomial	unsupported	318
unverifiable	binomial size is absent; refusing to guess Bernoulli versus grouped Binomial		unverifiable		250	explicit_metadata		binomial	none			insufficient_terms:1/5				no executable descriptor until translation is resolved	scripts/examples/lme4.jl	true			not-run	contraception			reachable-data-or-description	false		false	not-run				not-run		not-run	unsupported	https://cran.r-project.org/web/packages/lme4/index.html	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=6718; matched_terms=use; context_sha256=6e2225a2efaa5227	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://cran.r-project.org/package=lme4	Retrieved source does not expose enough formula-specific evidence to confirm or refute the catalog claim conservatively.	explicit	ordinary_brm					historical-semantics-unresolved	not-probed		not_observed			unsupported	9b773393d8025ed77ecc71827823f7f2c7414dce9141ddaf1f7d2bf9d2659144	lme4		not-run	lme4:contraception_urban	unsupported	name_or_key_present	not-run	not-run				Contraception — Binomial GLMM with Random Slopes	use ~ age + I(age^2) + livch + urban + (urban | district)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	binomial	2026-07-28T21:07:08.657201+00:00	contraception_urban	true		binomial size is absent; refusing to guess Bernoulli versus grouped Binomial	not-probed		historical-semantics-unresolved	https://vincentarelbundock.github.io/Rdatasets/csv/mlmRev/Contraception.csv		use ~ age + I(age^2) + livch + urban + (urban | district)		binomial	unsupported	319
confirmed	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		confirmed		93	explicit_metadata	2e57618ea27d703b	gaussian	none			exact_text_present		6		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mixed_models_jl.jl	true			pass	dyestuff	loc ~ 1 + (1 | Batch)\nlog(sigma) ~ 1\nYield ~ Normal(loc, sigma)		reachable-data-or-description	false		false	pass				pass	loc ~ 1 + (1 | Batch)\nlog(sigma) ~ 1\nYield ~ Normal(loc, sigma)	pass	ready	https://juliastats.org/MixedModels.jl/stable/constructors/	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=1500; matched_terms=batch,dyestuff,yield; context_sha256=0bedac9d24450ebf	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://juliastats.org/MixedModels.jl/stable/constructors/	The retrieved official/primary source contains the normalized claimed formula text.	explicit	ordinary_brm			627	-8.47744637392999	already-expressible-verbatim	inherited-identical-probe	797addf7481a8fc4dee4901d773cd11db24d4e81dc913e8b2281f53d0fb6c7b9	explicit_token_present		2e57618ea27d703b	ready	0f6390175fa9f0133ae9150f500ce5bdd3ee2e101849b0c5578fc10cbee8284e	mixed_models_jl		pass	mixed_models_jl:dyestuff_re	bridgestan-finite-density-gradient	name_or_key_present	pass	pass		af911d285af8ae0f32cb4e093fed059ba6835f79fa3c21d7726a30d994ab6d82		Dyestuff — Minimal Random-Intercept LMM	Yield ~ 1 + (1 | Batch)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	gaussian	2026-07-28T21:07:09.466472+00:00	dyestuff_re	true		explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	inherited-identical-probe		already-expressible-verbatim	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Dyestuff.csv		Yield ~ 1 + (1 | Batch)		gaussian	bridgestan-finite-density-gradient	320
adapted-but-defensible	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		adapted-but-defensible		116	explicit_metadata	92b351bc82a93696	gaussian	none			partial_semantic_terms:3/3		12		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mixed_models_jl.jl	true			pass	sleepstudy	loc ~ 1 + Days + (1 + Days | Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)		reachable-data-or-description	false		true	pass				pass	loc ~ 1 + Days + (1 + Days | Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)	pass	ready	https://juliastats.org/MixedModels.jl/stable/constructors/	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922	Record reaction/days/subj to Reaction/Days/Subject as a dataset adapter.	MixedModels constructors: @formula(reaction ~ 1 + days + (1 + days | subj))	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://juliastats.org/MixedModels.jl/stable/constructors/	The source fits the same correlated subject intercept/slope model using lowercase MixedModelsDatasets columns; the catalog uses the uppercase names from its cited RDatasets mirror.	explicit	ordinary_brm			641	-8.817384082920588	already-expressible-verbatim	direct	7e307e49245e8472642f4d2d6c48e8a8535d796f750c3acccc6487abe5b1b358	explicit_token_present		92b351bc82a93696	ready	0f6390175fa9f0133ae9150f500ce5bdd3ee2e101849b0c5578fc10cbee8284e	mixed_models_jl		pass	mixed_models_jl:sleepstudy_slope	bridgestan-finite-density-gradient	name_or_key_present	pass	pass		08d681a280f6f567fe72e25e32f3926851a28395552746a34194f0a4c51c8991		Sleep Deprivation — Correlated Random Slopes	Reaction ~ 1 + Days + (1 + Days | Subject)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	gaussian	2026-07-28T21:07:09.466472+00:00	sleepstudy_slope	true		explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	inherited-identical-probe		already-expressible-verbatim	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv		Reaction ~ 1 + Days + (1 + Days | Subject)		gaussian	bridgestan-finite-density-gradient	321
adapted-but-defensible	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		adapted-but-defensible		136	explicit_metadata	c2484e29f4372185	gaussian	none			partial_semantic_terms:4/4		11		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mixed_models_jl.jl	true			pass	sleepstudy	loc ~ 1 + Days + (1 + Days  || Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)		reachable-data-or-description	false		true	pass				pass	loc ~ 1 + Days + (1 + Days  || Subject)\nlog(sigma) ~ 1\nReaction ~ Normal(loc, sigma)	pass	ready	https://juliastats.org/MixedModels.jl/stable/constructors/	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922	Record reaction/days/subj to Reaction/Days/Subject as a dataset adapter.	MixedModels constructors: zerocorr sleepstudy formula block	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://juliastats.org/MixedModels.jl/stable/constructors/	The source fits the same zero-correlation subject intercept/slope model; differences are only the lowercase package columns versus uppercase mirror columns.	explicit	ordinary_brm			643	-8.317384082920588	already-expressible-verbatim	direct	eb9838958973b83dc1220a75c415821278bb71ee8f574fe477b232e01c20c410	explicit_token_present		c2484e29f4372185	ready	0f6390175fa9f0133ae9150f500ce5bdd3ee2e101849b0c5578fc10cbee8284e	mixed_models_jl		pass	mixed_models_jl:sleepstudy_zerocorr	bridgestan-finite-density-gradient	name_or_key_present	pass	pass		1834c17a8513f16c97026452853d2a98f0ca74c3b4f69909eb7c5e54179d1d4e		Sleep Deprivation — Uncorrelated Random Slopes (zerocorr)	Reaction ~ 1 + Days + zerocorr(1 + Days | Subject)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	gaussian	2026-07-28T21:07:09.466472+00:00	sleepstudy_zerocorr	true		explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	inherited-identical-probe		already-expressible-verbatim	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/sleepstudy.csv		Reaction ~ 1 + Days + zerocorr(1 + Days | Subject)		gaussian	bridgestan-finite-density-gradient	322
confirmed	explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax		confirmed		157	explicit_metadata	2d6a71b02ebf0946	gaussian	none			exact_text_present		10		authoritative brm_descriptor/brm_execute; experimental SbPMX semantic_app mount adapter	scripts/examples/mixed_models_jl.jl	true			pass	penicillin	loc ~ 1 + (1 | plate) + (1 | sample)\nlog(sigma) ~ 1\ndiameter ~ Normal(loc, sigma)		reachable-data-or-description	false		false	pass				pass	loc ~ 1 + (1 | plate) + (1 | sample)\nlog(sigma) ~ 1\ndiameter ~ Normal(loc, sigma)	pass	ready	https://juliastats.org/MixedModels.jl/stable/constructors/	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=10643; matched_terms=crossed,diameter,penicillin,plate; context_sha256=c97be0ed39e6a549	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://juliastats.org/MixedModels.jl/stable/constructors/	The retrieved official/primary source contains the normalized claimed formula text.	explicit	ordinary_brm			631	-8.47744637392999	already-expressible-verbatim	inherited-identical-probe	bfc7e523b5254a4e21b87f537c99f918cd15970a0cd3a489af64b0b27f3c54f8	explicit_token_present		2d6a71b02ebf0946	ready	0f6390175fa9f0133ae9150f500ce5bdd3ee2e101849b0c5578fc10cbee8284e	mixed_models_jl		pass	mixed_models_jl:penicillin_crossed	bridgestan-finite-density-gradient	name_or_key_present	pass	pass		867bdd59c0cb7e32a81524b23e538360ea634a1b95bdb7702d3af8667d651a70		Penicillin — Crossed Random Intercepts	diameter ~ 1 + (1 | plate) + (1 | sample)	true	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	gaussian	2026-07-28T21:07:09.466472+00:00	penicillin_crossed	true		explicit Normal likelihood; named log-scale sigma predictor uses native linked-predictor syntax	inherited-identical-probe		already-expressible-verbatim	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Penicillin.csv		diameter ~ 1 + (1 | plate) + (1 | sample)		gaussian	bridgestan-finite-density-gradient	323
confirmed	nested/composite grouping factors are expressible after deriving stable integer group ids or expanding nesting; exact source identity must be reviewed		confirmed		178	explicit_metadata		gaussian	none			exact_text_present				no executable descriptor until translation is resolved	scripts/examples/mixed_models_jl.jl	true			not-run	pastes			reachable-data-or-description	false		false	not-run				not-run		not-run	semantic-rewrite	https://juliastats.org/MixedModels.jl/stable/constructors/	@options + option_domain/option_records + semantic_card under semantic_app	cited_project_author_publisher_surface	05c3f465e7987e8d7caa7e214fedddd90415a922		text_offset=11654; matched_terms=cask,pastes,strength; context_sha256=82c831b76ec3e771	direct population/likelihood route when the family and terms are supported	200	synthetic n=12; positive continuous predictors; integer groups; family-valid outcome	not-run	https://juliastats.org/MixedModels.jl/stable/constructors/	The retrieved official/primary source contains the normalized claimed formula text.	explicit	ordinary_brm					already-expressible-via-semantic-rewrite	not-probed		explicit_token_present			semantic-rewrite	0f6390175fa9f0133ae9150f500ce5bdd3ee2e101849b0c5578fc10cbee8284e	mixed_models_jl		not-run	mixed_models_jl:pastes_nested	semantic-rewrite	name_or_key_present	not-run	not-run				Pastes — Nested Random Effects	strength ~ 1 + (1 | batch/cask)	not-run	SbPMX origin/main@a8fd3c02e1e2305683a56c91384701bfeba6b528:design/{ASKS.md,SbPMX.jl,mock_runtime.jl},compat/check-semantic-model-pipeline.jl	false	gaussian	2026-07-28T21:07:09.466472+00:00	pastes_nested	true		nested/composite grouping factors are expressible after deriving stable integer group ids or expanding nesting; exact source identity must be reviewed	not-probed		already-expressible-via-semantic-rewrite	https://vincentarelbundock.github.io/Rdatasets/csv/lme4/Pastes.csv		strength ~ 1 + (1 | batch/cask)		gaussian	semantic-rewrite	324
