row_index	deployed	historical_sha	source	key	source_path	source_line	name_claim	example_claim	dataset_claim	dataset_source_claim	formula_claim	formula_return	formula_match	family_claim	family_text_claim	family_claim_provenance	row_source_claim	verified_claim	hidden_claim
131	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	howell1_nl	scripts/examples/mcelreath.jl	128	Heights and Weights — Nonlinear Exponential Growth	howell1	howell1	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	bf(height ~ a + exp(lb) * weight_c, a ~ 1, lb ~ 1, nl = TRUE)	bf(height ~ a + exp(lb) * weight_c, a ~ 1, lb ~ 1, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	false	false
132	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	howell1_volume	scripts/examples/mcelreath.jl	147	Heights and Weights — Nonlinear Volume Model	howell1	howell1	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	bf(w ~ log(3.141593 * k * p^2 * h^3), k + p ~ 1, nl = TRUE)	bf(w ~ log(3.141593 * k * p^2 * h^3), k + p ~ 1, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Howell1.csv	false	false
133	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	cherry_blossoms	scripts/examples/mcelreath.jl	178	Cherry Blossoms — B-Spline Regression	cherry_blossoms	cherry_blossoms	https://github.com/rmcelreath/rethinking/blob/master/data/cherry_blossoms.csv	doy ~ 1 + B	doy ~ 1 + B	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/cherry_blossoms.csv	false	false
134	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	waffle_divorce_a	scripts/examples/mcelreath.jl	209	Waffle Divorce — Age Predicts Divorce	waffle_divorce	waffle_divorce	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	D ~ 1 + A	D ~ 1 + A	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	false	false
135	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	waffle_divorce_m	scripts/examples/mcelreath.jl	231	Waffle Divorce — Marriage Rate Predicts Divorce	waffle_divorce	waffle_divorce	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	D ~ 1 + M	D ~ 1 + M	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	false	false
136	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	waffle_divorce_am	scripts/examples/mcelreath.jl	253	Waffle Divorce — Multiple Regression (M's effect vanishes)	waffle_divorce	waffle_divorce	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	D ~ 1 + M + A	D ~ 1 + M + A	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	false	false
137	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	waffle_divorce_mediator	scripts/examples/mcelreath.jl	275	Waffle Divorce — Mediator Regression (A predicts M)	waffle_divorce	waffle_divorce	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	M ~ 1 + A	M ~ 1 + A	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	false	false
138	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	waffle_divorce_multivariate	scripts/examples/mcelreath.jl	297	Waffle Divorce — Multivariate Simultaneous Causal Model	waffle_divorce	waffle_divorce	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	bf(D ~ 1 + M + A) + bf(M ~ 1 + A) + set_rescor(FALSE)	bf(D ~ 1 + M + A) + bf(M ~ 1 + A) + set_rescor(FALSE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	false	false
139	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	waffle_divorce_meas_err	scripts/examples/mcelreath.jl	319	Waffle Divorce — Measurement Error Model	waffle_divorce	waffle_divorce	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	D_obs | mi(D_sd) ~ 1 + A + M	D_obs | mi(D_sd) ~ 1 + A + M	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/WaffleDivorce.csv	false	false
140	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	milk_neo	scripts/examples/mcelreath.jl	354	Milk Energy — Neocortex Predictor	milk	milk	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	kcal_s ~ 1 + neo_s	kcal_s ~ 1 + neo_s	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	false	false
141	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	milk_mass	scripts/examples/mcelreath.jl	381	Milk Energy — Log Body Mass Predictor	milk	milk	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	kcal_s ~ 1 + logmass_s	kcal_s ~ 1 + logmass_s	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	false	false
142	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	milk_both	scripts/examples/mcelreath.jl	408	Milk Energy — Neocortex and Mass (Masked Association)	milk	milk	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	kcal_s ~ 1 + neo_s + logmass_s	kcal_s ~ 1 + neo_s + logmass_s	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	false	false
143	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	milk_clade	scripts/examples/mcelreath.jl	435	Milk Energy — Clade Index Model	milk	milk	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	kcal_s ~ 0 + clade	kcal_s ~ 0 + clade	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	false	false
144	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	milk_mi	scripts/examples/mcelreath.jl	462	Milk Energy — Joint Missing-Data Model	milk	milk	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	bf(k ~ 1 + mi(b) + m) + bf(b | mi() ~ 1) + set_rescor(FALSE)	bf(k ~ 1 + mi(b) + m) + bf(b | mi() ~ 1) + set_rescor(FALSE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/milk.csv	false	false
145	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	plant_growth_baseline	scripts/examples/mcelreath.jl	514	Plant Growth — Baseline (No Treatment Effect)	plant_growth	plant_growth	synthetic	h1 ~ 0 + h0	h1 ~ 0 + h0	true			unresolved	synthetic	false	false
146	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	plant_growth_biased	scripts/examples/mcelreath.jl	530	Plant Growth — Post-Treatment Bias	plant_growth	plant_growth	synthetic	bf(h1 ~ h0 * (a + t * treatment + f * fungus), a + t + f ~ 1, nl = TRUE)	bf(h1 ~ h0 * (a + t * treatment + f * fungus), a + t + f ~ 1, nl = TRUE)	true			unresolved	synthetic	false	false
147	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	plant_growth_causal	scripts/examples/mcelreath.jl	547	Plant Growth — Causal Model (Excluding Mediator)	plant_growth	plant_growth	synthetic	bf(h1 ~ h0 * (a + t * treatment), a + t ~ 1, nl = TRUE)	bf(h1 ~ h0 * (a + t * treatment), a + t ~ 1, nl = TRUE)	true			unresolved	synthetic	false	false
148	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	happiness_collider	scripts/examples/mcelreath.jl	594	Happiness — Collider Bias (Spurious Age Effect)	happiness	happiness	synthetic	happiness ~ 0 + mid + a	happiness ~ 0 + mid + a	true			unresolved	synthetic	false	false
149	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	happiness_causal	scripts/examples/mcelreath.jl	611	Happiness — Causal Model (No Age Effect)	happiness	happiness	synthetic	happiness ~ 0 + Intercept + a	happiness ~ 0 + Intercept + a	true			unresolved	synthetic	false	false
150	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	rugged_pooled	scripts/examples/mcelreath.jl	640	Terrain Ruggedness — Pooled Model	rugged	rugged	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	log_gdp_std ~ 1 + rugged_std_c	log_gdp_std ~ 1 + rugged_std_c	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	false	false
151	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	rugged_continent	scripts/examples/mcelreath.jl	662	Terrain Ruggedness — Continent Intercepts	rugged	rugged	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	log_gdp_std ~ 0 + cid + rugged_std_c	log_gdp_std ~ 0 + cid + rugged_std_c	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	false	false
152	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	rugged_nl	scripts/examples/mcelreath.jl	684	Terrain Ruggedness — Nonlinear Continent Slopes	rugged	rugged	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	bf(log_gdp_std ~ 0 + a + b * rugged_std_c, a ~ 0 + cid, b ~ 0 + cid, nl = TRUE)	bf(log_gdp_std ~ 0 + a + b * rugged_std_c, a ~ 0 + cid, b ~ 0 + cid, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/rugged.csv	false	false
153	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	tulips_additive	scripts/examples/mcelreath.jl	718	Tulips — Additive Water and Shade Effects	tulips	tulips	https://github.com/rmcelreath/rethinking/blob/master/data/tulips.csv	blooms_std ~ 1 + water_cent + shade_cent	blooms_std ~ 1 + water_cent + shade_cent	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/tulips.csv	false	false
154	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	tulips_interaction	scripts/examples/mcelreath.jl	737	Tulips — Water × Shade Interaction	tulips	tulips	https://github.com/rmcelreath/rethinking/blob/master/data/tulips.csv	blooms_std ~ 1 + water_cent + shade_cent + water_cent:shade_cent	blooms_std ~ 1 + water_cent + shade_cent + water_cent:shade_cent	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/tulips.csv	false	false
155	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	hetero	scripts/examples/mcelreath.jl	773	Distributional Model — Heteroscedastic Gaussian	hetero	hetero	synthetic	bf(y ~ 1, sigma ~ 1 + x)	bf(y ~ 1, sigma ~ 1 + x)	true			unresolved	synthetic	false	false
156	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	chimpanzees_intercept	scripts/examples/mcelreath.jl	803	Chimpanzees — Intercept Only	chimpanzees	chimpanzees	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	pulled_left | trials(1) ~ 1	pulled_left | trials(1) ~ 1	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	false	false
157	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	chimpanzees_actors	scripts/examples/mcelreath.jl	823	Chimpanzees — Actor-Indexed Intercepts and Treatment Effects	chimpanzees	chimpanzees	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	bf(pulled_left | trials(1) ~ a + b, a ~ 0 + actor, b ~ 0 + treatment, nl = TRUE)	bf(pulled_left | trials(1) ~ a + b, a ~ 0 + actor, b ~ 0 + treatment, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	false	false
158	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	chimpanzees_multilevel	scripts/examples/mcelreath.jl	842	Chimpanzees — Multilevel Partial Pooling	chimpanzees	chimpanzees	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	bf(pulled_left | trials(1) ~ a + b, a ~ 1 + (1 | actor) + (1 | block), b ~ 0 + treatment, nl = TRUE)	bf(pulled_left | trials(1) ~ a + b, a ~ 1 + (1 | actor) + (1 | block), b ~ 0 + treatment, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	false	false
159	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	chimpanzees_slopes	scripts/examples/mcelreath.jl	862	Chimpanzees — Varying Slopes by Treatment	chimpanzees	chimpanzees	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	pulled_left | trials(1) ~ 0 + treatment + (0 + treatment | actor) + (0 + treatment | block)	pulled_left | trials(1) ~ 0 + treatment + (0 + treatment | actor) + (0 + treatment | block)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/chimpanzees.csv	false	false
160	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	ucbadmit_gender	scripts/examples/mcelreath.jl	893	UC Berkeley Admissions — Gender Gap	ucbadmit	ucbadmit	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	admit | trials(applications) ~ 0 + gid	admit | trials(applications) ~ 0 + gid	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	false	false
161	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	ucbadmit_dept	scripts/examples/mcelreath.jl	911	UC Berkeley Admissions — Gender + Department	ucbadmit	ucbadmit	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	bf(admit | trials(applications) ~ a + d, a ~ 0 + gid, d ~ 0 + dept, nl = TRUE)	bf(admit | trials(applications) ~ a + d, a ~ 0 + gid, d ~ 0 + dept, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	false	false
162	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	ucbadmit_beta_binomial	scripts/examples/mcelreath.jl	929	UC Berkeley Admissions — Beta-Binomial	ucbadmit	ucbadmit	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	admit | vint(applications) ~ 0 + gid	admit | vint(applications) ~ 0 + gid	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/UCBadmit.csv	false	false
163	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	kline_intercept	scripts/examples/mcelreath.jl	969	Kline Island — Intercept-Only Poisson	kline	kline	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	total_tools ~ 1	total_tools ~ 1	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	false	false
164	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	kline_contact	scripts/examples/mcelreath.jl	988	Kline Island — Contact-Indexed Intercepts and Log-Population Slopes	kline	kline	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	bf(total_tools ~ a + b * log_pop_std, a + b ~ 0 + cid, nl = TRUE)	bf(total_tools ~ a + b * log_pop_std, a + b ~ 0 + cid, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	false	false
165	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	kline_power	scripts/examples/mcelreath.jl	1007	Kline Island — Scientific Power-Law Model	kline	kline	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	bf(total_tools ~ exp(a) * population^b / g, a + b ~ 0 + cid, g ~ 1, nl = TRUE)	bf(total_tools ~ exp(a) * population^b / g, a + b ~ 0 + cid, g ~ 1, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Kline.csv	false	false
166	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	kline2	scripts/examples/mcelreath.jl	1026	Kline Island — Gaussian Process over Geography	kline2	kline2	https://github.com/rmcelreath/rethinking/blob/master/data/Kline2.csv	bf(total_tools ~ exp(a) * population^b / g, a ~ 1 + gp(lat_adj, lon2_adj, scale=FALSE), b + g ~ 1, nl = TRUE)	bf(total_tools ~ exp(a) * population^b / g, a ~ 1 + gp(lat_adj, lon2_adj, scale=FALSE), b + g ~ 1, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Kline2.csv	false	false
167	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	trolley_intercept	scripts/examples/mcelreath.jl	1060	Trolley — Intercept Only (6 Thresholds)	trolley	trolley	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	response ~ 1	response ~ 1	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	false	false
168	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	trolley_effects	scripts/examples/mcelreath.jl	1082	Trolley — Action, Contact, and Intention Effects	trolley	trolley	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	response ~ 1 + action + contact + intention + intention:action + intention:contact	response ~ 1 + action + contact + intention + intention:action + intention:contact	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	false	false
169	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	trolley_edu	scripts/examples/mcelreath.jl	1103	Trolley — Monotonic Education Effect	trolley	trolley	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	response ~ 1 + action + contact + intention + mo(edu_new)	response ~ 1 + action + contact + intention + mo(edu_new)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Trolley.csv	false	false
170	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	reedfrogs_nopooling	scripts/examples/mcelreath.jl	1138	Reed Frogs — No-Pooling Model	reedfrogs	reedfrogs	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	surv | trials(density) ~ 0 + factor(tank)	surv | trials(density) ~ 0 + factor(tank)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	false	false
171	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	reedfrogs_partial	scripts/examples/mcelreath.jl	1156	Reed Frogs — Partial Pooling via Multilevel Model	reedfrogs	reedfrogs	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	surv | trials(density) ~ 1 + (1 | tank)	surv | trials(density) ~ 1 + (1 | tank)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/reedfrogs.csv	false	false
172	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	cafe	scripts/examples/mcelreath.jl	1202	Café Visit Times — Varying Slopes	cafe	cafe	synthetic	wait ~ 1 + afternoon + (1 + afternoon | cafe)	wait ~ 1 + afternoon + (1 + afternoon | cafe)	true			unresolved	synthetic	false	false
173	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	primates301_ols	scripts/examples/mcelreath.jl	1232	Primates — OLS Without Phylogeny	primates301	primates301	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	b ~ 1 + m + g	b ~ 1 + m + g	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	false	false
174	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	primates301_phylo	scripts/examples/mcelreath.jl	1251	Primates — Phylogenetic Regression	primates301	primates301	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	b ~ 1 + m + g + fcor(R)	b ~ 1 + m + g + fcor(R)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Primates301.csv	false	false
175	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	moralizing_gods	scripts/examples/mcelreath.jl	1284	Moralizing Gods — Missing-Data Handling	moralizing_gods	moralizing_gods	https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	moralizing_gods | trials(1) ~ 1 + writing	moralizing_gods | trials(1) ~ 1 + writing	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Moralizing_gods.csv	false	false
176	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	panda_nuts	scripts/examples/mcelreath.jl	1314	Panda Nuts — Nonlinear Learning-Curve Model	panda_nuts	panda_nuts	https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)	bf(n_panda ~ seconds * phi * (1 - exp(-k * age_s))^theta, phi + k + theta ~ 1, nl = TRUE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Panda_nuts.csv	false	false
177	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	lynx_hare_ar	scripts/examples/mcelreath.jl	1345	Lynx and Hare — AR(1) Autoregressive Model	lynx_hare	lynx_hare	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	Hare ~ 1 + ar(time = Year, p = 1)	Hare ~ 1 + ar(time = Year, p = 1)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	false	false
178	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	lynx_hare_lag	scripts/examples/mcelreath.jl	1364	Lynx and Hare — Lag-1 Regression	lynx_hare	lynx_hare	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	Hare ~ 1 + Hare_1	Hare ~ 1 + Hare_1	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	false	false
179	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	lynx_hare_mi	scripts/examples/mcelreath.jl	1384	Lynx and Hare — Missing-Data Model for Lagged Hare	lynx_hare	lynx_hare	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	bf(Hare ~ 1 + mi(Hare_1)) + bf(Hare_1 | mi() ~ 1) + set_rescor(FALSE)	bf(Hare ~ 1 + mi(Hare_1)) + bf(Hare_1 | mi() ~ 1) + set_rescor(FALSE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	false	false
180	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	lynx_hare_var	scripts/examples/mcelreath.jl	1403	Lynx and Hare — Bivariate VAR(1)	lynx_hare	lynx_hare	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	bf(Hare ~ 0 + Intercept + Hare_1 + Lynx_1) + bf(Lynx ~ 0 + Intercept + Lynx_1 + Hare_1) + set_rescor(FALSE)	bf(Hare ~ 0 + Intercept + Hare_1 + Lynx_1) + bf(Lynx ~ 0 + Intercept + Lynx_1 + Hare_1) + set_rescor(FALSE)	true			unresolved	https://github.com/rmcelreath/rethinking/blob/master/data/Lynx_Hare.csv	false	false
181	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	mcelreath_btdata_intercept	scripts/examples/mcelreath.jl	1437	Blue Tit Morphology — Intercept Only	btdata	btdata	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mvbind(tarsus, back) ~ 1	mvbind(tarsus, back) ~ 1	true			unresolved	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	false	false
182	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	mcelreath_btdata_full	scripts/examples/mcelreath.jl	1454	Blue Tit Morphology — Full Model	btdata	btdata	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mvbind(tarsus, back) ~ sex + hatchdate + (1 | p | fosternest) + (1 | q | dam)	mvbind(tarsus, back) ~ sex + hatchdate + (1 | p | fosternest) + (1 | q | dam)	true			unresolved	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	false	false
183	true	05c3f465e7987e8d7caa7e214fedddd90415a922	mcelreath	mcelreath_btdata_interaction	scripts/examples/mcelreath.jl	1471	Blue Tit Morphology — Sex × Hatchdate Interaction	btdata	btdata	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	mvbind(tarsus, back) ~ sex * hatchdate + (1 | p | fosternest) + (1 | q | dam)	mvbind(tarsus, back) ~ sex * hatchdate + (1 | p | fosternest) + (1 | q | dam)	true			unresolved	https://vincentarelbundock.github.io/Rdatasets/csv/MCMCglmm/BTdata.csv	false	false
184	true	05c3f465e7987e8d7caa7e214fedddd90415a922	kruschke	z15n50	scripts/examples/kruschke.jl	32	Coin-Flip — Bernoulli Intercept	z15n50	z15n50	synthetic	y ~ 1	y ~ 1	true			unresolved	synthetic	false	false
185	true	05c3f465e7987e8d7caa7e214fedddd90415a922	kruschke	z6n8z2n7	scripts/examples/kruschke.jl	48	Coin-Flip — Two-Mint Separate Intercepts	z6n8z2n7	z6n8z2n7	synthetic	y ~ 0 + s	y ~ 0 + s	true			unresolved	synthetic	false	false
186	true	05c3f465e7987e8d7caa7e214fedddd90415a922	kruschke	therapeutic_touch	scripts/examples/kruschke.jl	86	Hierarchical Bernoulli — Therapeutic Touch	therapeutic_touch	therapeutic_touch	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TherapeuticTouchData.csv	y ~ 1 + (1 | s)	y ~ 1 + (1 | s)	true			unresolved	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TherapeuticTouchData.csv	false	false
187	true	05c3f465e7987e8d7caa7e214fedddd90415a922	kruschke	batting_average	scripts/examples/kruschke.jl	102	Hierarchical Binomial — MLB Batting Average	batting_average	batting_average	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/BattingAverage.csv	Hits | trials(AtBats) ~ 1 + (1 | PriPos) + (1 | PriPos:Player)	Hits | trials(AtBats) ~ 1 + (1 | PriPos) + (1 | PriPos:Player)	true			unresolved	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/BattingAverage.csv	false	false
188	true	05c3f465e7987e8d7caa7e214fedddd90415a922	kruschke	recall_conditions	scripts/examples/kruschke.jl	139	Binomial Recall — Separate Probability per Condition	recall	recall	synthetic	n_recalled | trials(20) ~ 0 + condition	n_recalled | trials(20) ~ 0 + condition	true			unresolved	synthetic	false	false
189	true	05c3f465e7987e8d7caa7e214fedddd90415a922	kruschke	recall_pooled	scripts/examples/kruschke.jl	155	Binomial Recall — Pooled Single Intercept	recall	recall	synthetic	n_recalled | trials(20) ~ 1	n_recalled | trials(20) ~ 1	true			unresolved	synthetic	false	false
190	true	05c3f465e7987e8d7caa7e214fedddd90415a922	kruschke	two_group_iq_baseline	scripts/examples/kruschke.jl	182	Two-Group IQ — Single-Group Baseline	two_group_iq	two_group_iq	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	Score ~ 1	Score ~ 1	true			unresolved	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	false	false
191	true	05c3f465e7987e8d7caa7e214fedddd90415a922	kruschke	two_group_iq_hetero	scripts/examples/kruschke.jl	198	Two-Group IQ — Heteroscedastic Groups	two_group_iq	two_group_iq	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	bf(Score ~ 0 + Group, sigma ~ 0 + Group)	bf(Score ~ 0 + Group, sigma ~ 0 + Group)	true			unresolved	https://raw.githubusercontent.com/ASKurz/Doing-Bayesian-Data-Analysis-in-brms-and-the-tidyverse/master/data.R/TwoGroupIQ.csv	false	false
